,name,lookup_value
8268,QUERCUS PSEUDOILEX WHOLE,QUERCUS ILEX
8269,QUERCUS GRACILIS WHOLE,QUERCUS ILEX
8270,QUERCUS INTEGRIFOLIA WHOLE,QUERCUS ILEX
8271,QUERCUS COOKII WHOLE,QUERCUS ILEX
8272,QUERCUS VARIIFOLIA WHOLE,QUERCUS ILEX
8273,QUERCUS SMILAX WHOLE,QUERCUS ILEX
8274,QUERCUS FORDII WHOLE,QUERCUS ILEX
8275,QUERCUS LAUREI WHOLE,QUERCUS ILEX
8276,QUERCUS BELLOTA WHOLE,QUERCUS ILEX
8277,QUERCUS MURBECKII WHOLE,QUERCUS ILEX
8278,QUERCUS PRASINA WHOLE,QUERCUS ILEX
8279,VALLEY OAK WHOLE,QUERCUS LOBATA
8280,QUERCUS LOBATA NEE,QUERCUS LOBATA
8281,CALIFORNIA WHITE OAK WHOLE,QUERCUS LOBATA
8282,QUERCUS LONGIGLANDA WHOLE,QUERCUS LOBATA
8283,QUERCUS LOBATA WHOLE,QUERCUS LOBATA
8284,QUERCUS HINDSIANA WHOLE,QUERCUS LOBATA
8285,QUERCUS HINDSII WHOLE,QUERCUS LOBATA
8286,QUERCUS LYRATA WHOLE,QUERCUS LOBATA
8287,QUERCUS MACROCARPA WHOLE,QUERCUS MACROCARPA
8288,QUERCUS MACROCARPA MICHX.,QUERCUS MACROCARPA
8289,CERRIS MACROCARPA WHOLE,QUERCUS MACROCARPA
8290,BUR OAK WHOLE,QUERCUS MACROCARPA
8291,QUERCUS NEOASHEI WHOLE,QUERCUS MARILANDICA
8292,QUERCUS FERRUGINEA WHOLE,QUERCUS MARILANDICA
8293,BLACKJACK OAK WHOLE,QUERCUS MARILANDICA
8294,QUERCUS DILATATA WHOLE,QUERCUS MARILANDICA
8295,QUERCUS CUNEATA WHOLE,QUERCUS MARILANDICA
8296,QUERCUS MARILANDICA WHOLE,QUERCUS MARILANDICA
8297,QUERCUS MARILANDICA (L.) MUNCHH.,QUERCUS MARILANDICA
8298,QUERCUS AGNOSTIFOLIA WHOLE,QUERCUS NIGRA
8299,QUERCUS GENABII WHOLE,QUERCUS NIGRA
8300,QUERCUS NIGRA WHOLE,QUERCUS NIGRA
8301,QUERCUS BUMELIFOLIA WHOLE,QUERCUS NIGRA
8302,QUERCUS ULIGINOSA WHOLE,QUERCUS NIGRA
8303,QUERCUS MARYLANDICA WHOLE,QUERCUS NIGRA
8304,QUERCUS QUINQUELOBA WHOLE,QUERCUS NIGRA
8305,WATER OAK WHOLE,QUERCUS NIGRA
8306,QUERCUS NANA WHOLE,QUERCUS NIGRA
8307,QUERCUS AQUATICA WHOLE,QUERCUS NIGRA
8308,QUERCUS MICROCARYA WHOLE,QUERCUS NIGRA
8309,QUERCUS NIGRA L.,QUERCUS NIGRA
8310,QUERCUS NOVIORLEANI WHOLE,QUERCUS NIGRA
8311,QUERCUS STELLATA WHOLE,QUERCUS STELLATA
8312,QUERCUS GONOLOBA WHOLE,QUERCUS STELLATA
8313,QUERCUS FLORIDANA WHOLE,QUERCUS STELLATA
8314,QUERCUS OBTUSILOBA WHOLE,QUERCUS STELLATA
8315,QUERCUS HETEROLOBA WHOLE,QUERCUS STELLATA
8316,QUERCUS MINOR WHOLE,QUERCUS STELLATA
8317,POST OAK WHOLE,QUERCUS STELLATA
8318,QUERCUS LOBULATA WHOLE,QUERCUS STELLATA
8319,QUERCUS STELLATA WANGENH.,QUERCUS STELLATA
8320,QUERCUS FUSCA WHOLE,QUERCUS STELLATA
8321,QUERCUS VILLOSA WHOLE,QUERCUS STELLATA
8322,DRYOPSILA VIRENS WHOLE,QUERCUS VIRGINIANA
8323,QUERCUS VIRENS WHOLE,QUERCUS VIRGINIANA
8324,QUERCUS ANDROMEDA WHOLE,QUERCUS VIRGINIANA
8325,QUERCUS VIRGINIANA MILL.,QUERCUS VIRGINIANA
8326,QUERCUS VIRGINIANA WHOLE,QUERCUS VIRGINIANA
8327,LIVE OAK WHOLE,QUERCUS VIRGINIANA
8328,RANUNCULUS CSATOI WHOLE,RANUNCULUS ACRIS
8329,RANUNCULUS TRACHYTICUS WHOLE,RANUNCULUS ACRIS
8330,RANUNCULUS SUBTUBEROSUS WHOLE,RANUNCULUS ACRIS
8331,RANUNCULUS NEMORIVAGUS WHOLE,RANUNCULUS ACRIS
8332,RANUNCULUS LANUGINOSUS WHOLE,RANUNCULUS ACRIS
8333,RANUNCULUS ACRIS L.,RANUNCULUS ACRIS
8334,RANUNCULUS MALACOPHYLLUS WHOLE,RANUNCULUS ACRIS
8335,RANUNCULUS BUERGERI WHOLE,RANUNCULUS ACRIS
8336,RANUNCULUS TOMOPHYLLUS WHOLE,RANUNCULUS ACRIS
8337,RANUNCULUS SUBTILIS WHOLE,RANUNCULUS ACRIS
8338,RANUNCULUS BORAEANUS WHOLE,RANUNCULUS ACRIS
8339,RANUNCULUS RECTUS WHOLE,RANUNCULUS ACRIS
8340,RANUNCULASTRUM NEMORIVAGUM WHOLE,RANUNCULUS ACRIS
8341,RANUNCULUS SYLVATICUS WHOLE,RANUNCULUS ACRIS
8342,RANUNCULUS EUSTRIGULOSUS WHOLE,RANUNCULUS ACRIS
8343,RANUNCULUS PASCUICOLA WHOLE,RANUNCULUS ACRIS
8344,RANUNCULUS SQUARROSUS WHOLE,RANUNCULUS ACRIS
8345,MEADOW BUTTERCUP WHOLE,RANUNCULUS ACRIS
8346,RANUNCULUS SILVATICUS WHOLE,RANUNCULUS ACRIS
8347,RANUNCULUS CAMMARIFOLIUS WHOLE,RANUNCULUS ACRIS
8348,RANUNCULUS PLATYPHYLLUS WHOLE,RANUNCULUS ACRIS
8349,RANUNCULUS NAPELLIFOLIUS WHOLE,RANUNCULUS ACRIS
8350,RANUNCULASTRUM ACRE WHOLE,RANUNCULUS ACRIS
8351,RANUNCULASTRUM BORAEANUM WHOLE,RANUNCULUS ACRIS
8352,RANUNCULUS STIPATUS WHOLE,RANUNCULUS ACRIS
8353,RANUNCULUS ACRIS,RANUNCULUS ACRIS
8354,RANUNCULUS ACRIS [HPUS],RANUNCULUS ACRIS
8355,RANUNCULUS KERNERI WHOLE,RANUNCULUS ACRIS
8356,RANUNCULUS STEVENII WHOLE,RANUNCULUS ACRIS
8357,RANUNCULUS BARTHII WHOLE,RANUNCULUS ACRIS
8358,RANUNCULUS PARADOXUS WHOLE,RANUNCULUS ACRIS
8359,TALL BUTTERCUP WHOLE,RANUNCULUS ACRIS
8360,RANUNCULASTRUM VULGATUM WHOLE,RANUNCULUS ACRIS
8361,RANUNCULUS MAJOR WHOLE,RANUNCULUS ACRIS
8362,RANUNCULUS ACRIS WHOLE,RANUNCULUS ACRIS
8363,RANUNCULUS FRANCHETIANUS WHOLE,RANUNCULUS ACRIS
8364,RANUNCULUS MACROPHYLLUS WHOLE,RANUNCULUS ACRIS
8365,RANUNCULUS MCCALLAE WHOLE,RANUNCULUS ACRIS
8366,RANUNCULUS VULGATUS WHOLE,RANUNCULUS ACRIS
8367,RANUNCULUS COLOCENSIS WHOLE,RANUNCULUS ACRIS
8368,RANUNCULUS KAYSERI WHOLE,RANUNCULUS ACRIS
8369,RANUNCULUS SUBALPINUS WHOLE,RANUNCULUS ACRIS
8370,RANUNCULUS TRANSSILVANICUS WHOLE,RANUNCULUS ACRIS
8371,RANUNCULUS SICULUS WHOLE,RANUNCULUS ACRIS
8372,RANUNCULUS INTERCEDENS WHOLE,RANUNCULUS ACRIS
8373,RAPHANUS MICROCARPUS WHOLE,RAPHANUS RAPHANISTRUM
8374,JOINTED CHARLOCK WHOLE,RAPHANUS RAPHANISTRUM
8375,RAPHANISTRUM INNOCUUM WHOLE,RAPHANUS RAPHANISTRUM
8376,RAPHANUS INFESTUS WHOLE,RAPHANUS RAPHANISTRUM
8377,RAPHANISTRUM SEGETUM WHOLE,RAPHANUS RAPHANISTRUM
8378,RAPHANUS FUGAX WHOLE,RAPHANUS RAPHANISTRUM
8379,RAPHANUS SYLVESTRIS WHOLE,RAPHANUS RAPHANISTRUM
8380,RAPHANISTRUM SILVESTRE WHOLE,RAPHANUS RAPHANISTRUM
8381,RAPHANUS SEGETUM WHOLE,RAPHANUS RAPHANISTRUM
8382,RAPHANISTRUM FUGAX WHOLE,RAPHANUS RAPHANISTRUM
8383,BRASSICA HELENIANA WHOLE,RAPHANUS RAPHANISTRUM
8384,RAPHANUS ARTICULATES WHOLE,RAPHANUS RAPHANISTRUM
8385,DURANDEA UNILOCULARIS WHOLE,RAPHANUS RAPHANISTRUM
8386,CRUCIFERA RAPHANISTRUM WHOLE,RAPHANUS RAPHANISTRUM
8387,SINAPIS RAPHANISTRUM WHOLE,RAPHANUS RAPHANISTRUM
8388,RAPHANUS RAPHANISTRUM L.,RAPHANUS RAPHANISTRUM
8389,RAPHANUS ARTICULATUS WHOLE,RAPHANUS RAPHANISTRUM
8390,RAPHANISTRUM VULGARE WHOLE,RAPHANUS RAPHANISTRUM
8391,RAPISTRUM RAPHANISTRUM WHOLE,RAPHANUS RAPHANISTRUM
8392,RAPHANISTRUM ARVENSE WHOLE,RAPHANUS RAPHANISTRUM
8393,RAPHANUS RAPHANISTRUM WHOLE,RAPHANUS RAPHANISTRUM
8394,RAPHANISTRUM LAMPSANA WHOLE,RAPHANUS RAPHANISTRUM
8395,RAPISTRUM ARVENSE WHOLE,RAPHANUS RAPHANISTRUM
8396,HELXINE MULTIFLORUM WHOLE,REYNOUTRIA MULTIFLORA
8397,REYNOUTRIA MULTIFLORA WHOLE,REYNOUTRIA MULTIFLORA
8398,POLYGONUM MULTIFLORUM WHOLE,REYNOUTRIA MULTIFLORA
8399,PLEUROPTERUS CORDATUS WHOLE,REYNOUTRIA MULTIFLORA
8400,FALLOPIA MULTIFLORA WHOLE,REYNOUTRIA MULTIFLORA
8401,REYNOUTRIA MULTIFLORA (THUNB.) MOLDENKE,REYNOUTRIA MULTIFLORA
8402,ACONOGONON HYPOLEUCUM WHOLE,REYNOUTRIA MULTIFLORA
8403,FAGOPYRUM MULTIFLORUM WHOLE,REYNOUTRIA MULTIFLORA
8404,FALLOPIA MULTIFLORA [WHO-DD],REYNOUTRIA MULTIFLORA
8405,FO TI WHOLE,REYNOUTRIA MULTIFLORA
8406,BILDERDYKIA MULTIFLORA WHOLE,REYNOUTRIA MULTIFLORA
8407,CHINESE KNOTWEED WHOLE,REYNOUTRIA MULTIFLORA
8408,POLYGONUM HYPOLEUCUM WHOLE,REYNOUTRIA MULTIFLORA
8409,FO-TI [HOC],REYNOUTRIA MULTIFLORA
8410,PLEUROPTERUS HYPOLEUCUS WHOLE,REYNOUTRIA MULTIFLORA
8411,PLEUROPTERUS MULTIFLORUS WHOLE,REYNOUTRIA MULTIFLORA
8412,RHEUM ORIENTIXIZANGENSE WHOLE,RHEUM ACUMINATUM
8413,RHEUM ACUMINATUM WHOLE,RHEUM ACUMINATUM
8414,RHEUM ORIENTALIXIZANGENSE WHOLE,RHEUM ACUMINATUM
8415,HIMALAYAN RHUBARB [HOC],RHEUM ACUMINATUM
8416,RHEUM ACUMINATUM HOOK.F. & THOMSON,RHEUM ACUMINATUM
8417,RHEUM AUSTRALE [WHO-DD],RHEUM AUSTRALE
8418,RHEUM AUSTRALE WHOLE,RHEUM AUSTRALE
8419,RHEUM EMODI WHOLE,RHEUM AUSTRALE
8420,INDIAN RHUBARB [HOC],RHEUM AUSTRALE
8421,INDIAN RHUBARB WHOLE,RHEUM AUSTRALE
8422,RHEUM AUSTRALE D.DON,RHEUM AUSTRALE
8423,HIMALAYAN RHUBARB WHOLE,RHEUM AUSTRALE
8424,RHEUM EMODII WHOLE,RHEUM AUSTRALE
8425,RHEUM PALMATUM WHOLE,RHEUM PALMATUM
8426,CHINESE RHUBARB (RHEUM PALMATUM) [HOC],RHEUM PALMATUM
8427,RHABARBARUM PALMATUM WHOLE,RHEUM PALMATUM
8428,RHEUM POTANINII WHOLE,RHEUM PALMATUM
8429,RHEUM QINLINGENSE WHOLE,RHEUM PALMATUM
8430,RHEUM PALMATUM L.,RHEUM PALMATUM
8431,RHEUM PALMATUM [WHO-DD],RHEUM PALMATUM
8432,RHEXIA VIRGINICA WHOLE,RHEXIA VIRGINICA
8433,RHEXIA VIRGINICA L.,RHEXIA VIRGINICA
8434,COMMON MEADOWBEAUTY WHOLE,RHEXIA VIRGINICA
8435,HANDSOME HARRY WHOLE,RHEXIA VIRGINICA
8436,RHUS COPALLINUM L.,RHUS COPALLINUM
8437,RHUS COPALLINUM WHOLE,RHUS COPALLINUM
8438,SCHMALTZIA LEUCANTHA WHOLE,RHUS COPALLINUM
8439,WINGED SUMAC WHOLE,RHUS COPALLINUM
8440,RHUS LEUCANTHA WHOLE,RHUS COPALLINUM
8441,SCHMALTZIA COPALLINUM WHOLE,RHUS COPALLINUM
8442,RHUS COPALLINA WHOLE,RHUS COPALLINUM
8443,SHINING SUMAC WHOLE,RHUS COPALLINUM
8444,FLAMELEAF SUMAC WHOLE,RHUS COPALLINUM
8445,TOXICODENDRON COPALLINUM WHOLE,RHUS COPALLINUM
8446,SUMACUS COPALLINA WHOLE,RHUS COPALLINUM
8447,RHUS ORNIFOLIA WHOLE,RHUS CORIARIA
8448,RHUS CORIARIA [WHO-DD],RHUS CORIARIA
8449,TANNER'S SUMAC WHOLE,RHUS CORIARIA
8450,SICILIAN SUMAC [HOC],RHUS CORIARIA
8451,SICILIAN SUMAC WHOLE,RHUS CORIARIA
8452,TOXICODENDRON CORIARIA WHOLE,RHUS CORIARIA
8453,TANNER'S SUMACH WHOLE,RHUS CORIARIA
8454,RHUS SUMAC WHOLE,RHUS CORIARIA
8455,ELM-LEAVED SUMACH WHOLE,RHUS CORIARIA
8456,RHUS CORIARIA L.,RHUS CORIARIA
8457,RHUS AMOENA WHOLE,RHUS CORIARIA
8458,RHUS CORIARIA WHOLE,RHUS CORIARIA
8459,SACCOLABIUM RETUSUM WHOLE,RHYNCHOSTYLIS RETUSA
8460,RHYNCHOSTYLIS GARWALICA WHOLE,RHYNCHOSTYLIS RETUSA
8461,SACCOLABIUM SPICATUM WHOLE,RHYNCHOSTYLIS RETUSA
8462,AERIDES UNDULATA WHOLE,RHYNCHOSTYLIS RETUSA
8463,GASTROCHILUS SPICATUS WHOLE,RHYNCHOSTYLIS RETUSA
8464,SACCOLABIUM PRAEMORSUM WHOLE,RHYNCHOSTYLIS RETUSA
8465,LIMODORUM RETUSUM WHOLE,RHYNCHOSTYLIS RETUSA
8466,GASTROCHILUS RHEEDEI WHOLE,RHYNCHOSTYLIS RETUSA
8467,RHYNCHOSTYLIS RETUSA WHOLE,RHYNCHOSTYLIS RETUSA
8468,SACCOLABIUM GUTTATUM WHOLE,RHYNCHOSTYLIS RETUSA
8469,SACCOLABIUM RHEEDEI WHOLE,RHYNCHOSTYLIS RETUSA
8470,GASTROCHILUS RETUSUS WHOLE,RHYNCHOSTYLIS RETUSA
8471,SACCOLABIUM GARWALICUM WHOLE,RHYNCHOSTYLIS RETUSA
8472,SACCOLABIUM BLUMEI WHOLE,RHYNCHOSTYLIS RETUSA
8473,AERIDES PRAEMORSA WHOLE,RHYNCHOSTYLIS RETUSA
8474,SACCOLABIUM MACROSTACHYUM WHOLE,RHYNCHOSTYLIS RETUSA
8475,SACCOLABIUM FURCATUM WHOLE,RHYNCHOSTYLIS RETUSA
8476,RHYNCHOSTYLIS ALBIFLORA WHOLE,RHYNCHOSTYLIS RETUSA
8477,RHYNCHOSTYLIS PRAEMORSA WHOLE,RHYNCHOSTYLIS RETUSA
8478,EPIDENDRUM HIPPIUM WHOLE,RHYNCHOSTYLIS RETUSA
8479,EPIDENDRUM RETUSUM WHOLE,RHYNCHOSTYLIS RETUSA
8480,AERIDES SPICATA WHOLE,RHYNCHOSTYLIS RETUSA
8481,SACCOLABIUM HEATHII WHOLE,RHYNCHOSTYLIS RETUSA
8482,GASTROCHILUS BLUMEI WHOLE,RHYNCHOSTYLIS RETUSA
8483,RHYNCHOSTYLIS GUTTATA WHOLE,RHYNCHOSTYLIS RETUSA
8484,SARCANTHUS GUTTATUS WHOLE,RHYNCHOSTYLIS RETUSA
8485,AERIDES GUTTATA WHOLE,RHYNCHOSTYLIS RETUSA
8486,EPIDENDRUM INDICUM WHOLE,RHYNCHOSTYLIS RETUSA
8487,RHYNCHOSTYLIS RETUSA (L.) BLUME,RHYNCHOSTYLIS RETUSA
8488,AERIDES RETUSA WHOLE,RHYNCHOSTYLIS RETUSA
8489,GASTROCHILUS GARWALICUS WHOLE,RHYNCHOSTYLIS RETUSA
8490,ORCHIS LANIGERA WHOLE,RHYNCHOSTYLIS RETUSA
8491,RICINUS METALLICUS WHOLE,RICINUS COMMUNIS
8492,RICINUS VULGARIS WHOLE,RICINUS COMMUNIS
8493,RICINUS COMMUNIS L.,RICINUS COMMUNIS
8494,RICINUS LAEVIS WHOLE,RICINUS COMMUNIS
8495,RICINUS AFRICANUS WHOLE,RICINUS COMMUNIS
8496,RICINUS PERENNIS WHOLE,RICINUS COMMUNIS
8497,RICINUS ATROPURPUREUS WHOLE,RICINUS COMMUNIS
8498,RICINUS LIVIDUS WHOLE,RICINUS COMMUNIS
8499,RICINUS SCABER WHOLE,RICINUS COMMUNIS
8500,RICINUS JAPONICUS WHOLE,RICINUS COMMUNIS
8501,RICINUS ZANZIBARENSIS WHOLE,RICINUS COMMUNIS
8502,CROTON SPINOSUS WHOLE,RICINUS COMMUNIS
8503,RICINUS MACROCARPUS WHOLE,RICINUS COMMUNIS
8504,RICINUS ANGULATUS WHOLE,RICINUS COMMUNIS
8505,CASTOR [HOC],RICINUS COMMUNIS
8506,RICINUS INERMIS WHOLE,RICINUS COMMUNIS
8507,RICINUS BORBONIENSIS WHOLE,RICINUS COMMUNIS
8508,RICINUS RUTILANS WHOLE,RICINUS COMMUNIS
8509,RICINUS MESSENIACUS WHOLE,RICINUS COMMUNIS
8510,RICINUS COMMUNIS WHOLE,RICINUS COMMUNIS
8511,RICINUS GIGANTEUS WHOLE,RICINUS COMMUNIS
8512,RICINUS CAMBODGENSIS WHOLE,RICINUS COMMUNIS
8513,RICINUS PELTATUS WHOLE,RICINUS COMMUNIS
8514,RICINUS EUROPAEUS WHOLE,RICINUS COMMUNIS
8515,RICINUS TUNISENSIS WHOLE,RICINUS COMMUNIS
8516,RICINUS ARMATUS WHOLE,RICINUS COMMUNIS
8517,RICINUS MICROCARPUS WHOLE,RICINUS COMMUNIS
8518,RICINUS HYBRIDUS WHOLE,RICINUS COMMUNIS
8519,RICINUS RUGOSUS WHOLE,RICINUS COMMUNIS
8520,RICINUS URENS WHOLE,RICINUS COMMUNIS
8521,RICINUS BADIUS WHOLE,RICINUS COMMUNIS
8522,RICINUS SPECTABILIS WHOLE,RICINUS COMMUNIS
8523,CASTORBEAN WHOLE,RICINUS COMMUNIS
8524,RICINUS OBERMANNII WHOLE,RICINUS COMMUNIS
8525,RICINUS SANGUINEUS WHOLE,RICINUS COMMUNIS
8526,CATAPUTIA MINOR WHOLE,RICINUS COMMUNIS
8527,CASTOR BEAN WHOLE,RICINUS COMMUNIS
8528,RICINUS MEGALOSPERMA WHOLE,RICINUS COMMUNIS
8529,RICINUS RUBER WHOLE,RICINUS COMMUNIS
8530,RICINUS UNDULATUS WHOLE,RICINUS COMMUNIS
8531,RICINUS MACROPHYLLUS WHOLE,RICINUS COMMUNIS
8532,RICINUS PURPURASCENS WHOLE,RICINUS COMMUNIS
8533,RICINUS ZANZIBARINUS WHOLE,RICINUS COMMUNIS
8534,RICINUS COMPACTUS WHOLE,RICINUS COMMUNIS
8535,RICINUS LEUCOCARPUS WHOLE,RICINUS COMMUNIS
8536,RICINUS GLAUCUS WHOLE,RICINUS COMMUNIS
8537,RICINUS SPECIOSUS WHOLE,RICINUS COMMUNIS
8538,RICINUS MEDIUS WHOLE,RICINUS COMMUNIS
8539,RICINUS NANUS WHOLE,RICINUS COMMUNIS
8540,RICINUS MINOR WHOLE,RICINUS COMMUNIS
8541,RICINUS PERSICUS WHOLE,RICINUS COMMUNIS
8542,RICINUS GIBSONII WHOLE,RICINUS COMMUNIS
8543,CATAPUTIA MAJOR WHOLE,RICINUS COMMUNIS
8544,RICINUS COMMUNIS [WHO-DD],RICINUS COMMUNIS
8545,RICINUS VIRIDIS WHOLE,RICINUS COMMUNIS
8546,RICINUS MEDICUS WHOLE,RICINUS COMMUNIS
8547,RICINUS DIGITATUS WHOLE,RICINUS COMMUNIS
8548,RIVINA TINCTARIA WHOLE,RIVINA HUMILIS
8549,ROUGEPLANT WHOLE,RIVINA HUMILIS
8550,TITHONIA HUMILIS WHOLE,RIVINA HUMILIS
8551,RIVINA HUMILIS WHOLE,RIVINA HUMILIS
8552,RIVINA HUMILIS L.,RIVINA HUMILIS
8553,SOLANOIDES PUBESCENS WHOLE,RIVINA HUMILIS
8554,RIVINA PURPURASCENS WHOLE,RIVINA HUMILIS
8555,RIVINA BENGALENSIS WHOLE,RIVINA HUMILIS
8556,SOLANOIDES UNDULATA WHOLE,RIVINA HUMILIS
8557,RIVINA PARAGUAYENSIS WHOLE,RIVINA HUMILIS
8558,RIVINA PORTULACCOIDES WHOLE,RIVINA HUMILIS
8559,RIVINA VIRIDIFLORA WHOLE,RIVINA HUMILIS
8560,RIVINA LAEVIS WHOLE,RIVINA HUMILIS
8561,SOLANOIDES LAEVIS WHOLE,RIVINA HUMILIS
8562,BLACK LOCUST [HOC],ROBINIA PSEUDOACACIA
8563,ROBINIA SPECTABILIS WHOLE,ROBINIA PSEUDOACACIA
8564,ROBINIA SOPHORIFOLIA WHOLE,ROBINIA PSEUDOACACIA
8565,BLACK LOCUST WHOLE,ROBINIA PSEUDOACACIA
8566,ROBINIA PSEUDOACACIA WHOLE,ROBINIA PSEUDOACACIA
8567,ROBINIA PRINGLEI WHOLE,ROBINIA PSEUDOACACIA
8568,FALSE ACACIA WHOLE,ROBINIA PSEUDOACACIA
8569,ROBINIA PSEUDOACACIA L.,ROBINIA PSEUDOACACIA
8570,ROBINIA UMBRACULIFERA WHOLE,ROBINIA PSEUDOACACIA
8571,ROBINIA PSEUDOACACIA [WHO-DD],ROBINIA PSEUDOACACIA
8572,YELLOW LOCUST WHOLE,ROBINIA PSEUDOACACIA
8573,ROBINIA PENDULA WHOLE,ROBINIA PSEUDOACACIA
8574,ROBINIA INERMIS WHOLE,ROBINIA PSEUDOACACIA
8575,ROBINIA PSEUDACACIA WHOLE,ROBINIA PSEUDOACACIA
8576,ROSA BEATRICIS WHOLE,ROSA CANINA
8577,ROSA HETEROSTYLA WHOLE,ROSA CANINA
8578,ROSA ISTRICA WHOLE,ROSA CANINA
8579,ROSA SYNTRICHOSTYLA WHOLE,ROSA CANINA
8580,ROSA CILIATOSEPALA WHOLE,ROSA CANINA
8581,ROSA CANINA [WHO-DD],ROSA CANINA
8582,ROSA RUBESCENS WHOLE,ROSA CANINA
8583,ROSA ROUGEONENSIS WHOLE,ROSA CANINA
8584,ROSA SEPARABILIS WHOLE,ROSA CANINA
8585,ROSA BURNATII WHOLE,ROSA CANINA
8586,ROSA CAUCASICA WHOLE,ROSA CANINA
8587,ROSA SYLVULARUM WHOLE,ROSA CANINA
8588,ROSA NITENS WHOLE,ROSA CANINA
8589,ROSA DILUCIDA WHOLE,ROSA CANINA
8590,ROSA FRIVALDSKYI WHOLE,ROSA CANINA
8591,ROSA PSILOPHYLLA WHOLE,ROSA CANINA
8592,ROSA CURTICOLA WHOLE,ROSA CANINA
8593,CHAVINIA BELGRADENSIS WHOLE,ROSA CANINA
8594,ROSA MUCRONULATA WHOLE,ROSA CANINA
8595,ROSA CONDENSATA WHOLE,ROSA CANINA
8596,ROSA NEMOPHILA WHOLE,ROSA CANINA
8597,ROSA LONGITUBA WHOLE,ROSA CANINA
8598,ROSA PRUTENSIS WHOLE,ROSA CANINA
8599,ROSA FRONDOSA WHOLE,ROSA CANINA
8600,ROSA GLAUCESCENS WHOLE,ROSA CANINA
8601,ROSA VENOSA WHOLE,ROSA CANINA
8602,ROSA CINERASCENS WHOLE,ROSA CANINA
8603,ROSA STIPULARIS WHOLE,ROSA CANINA
8604,ROSA SPHAEROIDEA WHOLE,ROSA CANINA
8605,ROSA HISPIDULA WHOLE,ROSA CANINA
8606,ROSA POLYODON WHOLE,ROSA CANINA
8607,ROSA SPINETORUM WHOLE,ROSA CANINA
8608,ROSA ACANTHINA WHOLE,ROSA CANINA
8609,ROSA KEISSLERIANA WHOLE,ROSA CANINA
8610,ROSA SENTICOSA WHOLE,ROSA CANINA
8611,ROSA ERYTHRANTHA WHOLE,ROSA CANINA
8612,ROSA LITIGIOSA WHOLE,ROSA CANINA
8613,ROSA MANDONII WHOLE,ROSA CANINA
8614,ROSA KALMIUSSICA WHOLE,ROSA CANINA
8615,ROSA FIRMA WHOLE,ROSA CANINA
8616,ROSA MACROACANTHA WHOLE,ROSA CANINA
8617,ROSA PRATINCOLA WHOLE,ROSA CANINA
8618,ROSA CANINA WHOLE,ROSA CANINA
8619,ROSA OBLONGA WHOLE,ROSA CANINA
8620,ROSA PUBENS WHOLE,ROSA CANINA
8621,ROSA CLADOLEIA WHOLE,ROSA CANINA
8622,ROSA MARISENSIS WHOLE,ROSA CANINA
8623,ROSA PODOLICA WHOLE,ROSA CANINA
8624,ROSA WILLIBALDII WHOLE,ROSA CANINA
8625,ROSA LUTETIANA WHOLE,ROSA CANINA
8626,ROSA CINEROSA WHOLE,ROSA CANINA
8627,ROSA TOURANGINIANA WHOLE,ROSA CANINA
8628,ROSA RAMOSISSIMA WHOLE,ROSA CANINA
8629,ROSA FLEXIBILIS WHOLE,ROSA CANINA
8630,ROSA FLEXUOSA WHOLE,ROSA CANINA
8631,DOG ROSE [HOC],ROSA CANINA
8632,DOG ROSE WHOLE,ROSA CANINA
8633,ROSA SARMENTACEA WHOLE,ROSA CANINA
8634,CREPINIA CANINA WHOLE,ROSA CANINA
8635,ROSA CANINA L.,ROSA CANINA
8636,ROSA OREADES WHOLE,ROSA CANINA
8637,ROSA ACTINODROMA WHOLE,ROSA CANINA
8638,ROSA EDITA WHOLE,ROSA CANINA
8639,ROSA OBLONGATA WHOLE,ROSA CANINA
8640,ROSA INSIGNIS WHOLE,ROSA CANINA
8641,ROSA INCONSPICUA WHOLE,ROSA CANINA
8642,ROSA SPHAERICA WHOLE,ROSA CANINA
8643,ROSA TIMBALIANA WHOLE,ROSA CANINA
8644,ROSA PLATYPHYLLA WHOLE,ROSA CANINA
8645,ROSA ADENOCALYX WHOLE,ROSA CANINA
8646,ROSA FISSISPINA WHOLE,ROSA CANINA
8647,ROSA AMANSII WHOLE,ROSA CANINA
8648,ROSA MONTIVAGA WHOLE,ROSA CANINA
8649,ROSA SPURIA WHOLE,ROSA CANINA
8650,ROSA BELGRADENSIS WHOLE,ROSA CANINA
8651,ROSA LEUCANTHA WHOLE,ROSA CANINA
8652,ROSA MOLLARDIANA WHOLE,ROSA CANINA
8653,ROSA POLYANTHOS WHOLE,ROSA DAMASCENA
8654,ROSA X BIFERA WHOLE,ROSA DAMASCENA
8655,ROSA PORTLANDIA WHOLE,ROSA DAMASCENA
8656,ROSA CALENDARUM WHOLE,ROSA DAMASCENA
8657,ROSA X DAMASCENA WHOLE,ROSA DAMASCENA
8658,ROSA DAMASCENA WHOLE,ROSA DAMASCENA
8659,ROSA X DAMASCENA ITALICA WHOLE,ROSA DAMASCENA
8660,ROSA X DAMASCENA VARIEGATA WHOLE,ROSA DAMASCENA
8661,ROSA X DAMASCENA COCCINEA WHOLE,ROSA DAMASCENA
8662,DAMASK ROSE [HOC],ROSA DAMASCENA
8663,ROSA X DAMASCENA AURORA WHOLE,ROSA DAMASCENA
8664,ROSA X DAMASCENA CELSIANA WHOLE,ROSA DAMASCENA
