FAERS_drug_match,lookup_value
Lepidium meyenii,AMERICAN GINSENG
Lepidium meyenii,ASIAN GINSENG
Lepidium meyenii,INDIAN GINSENG
Lepidium meyenii,KOREAN GINSENG
Lepidium meyenii,SIBERIAN GINSENG
Gymnema sylvestre,GYNERA
Moringa oleifera,MARINA
Moringa oleifera,MERINA
Moringa oleifera,MODINA
Moringa oleifera,MORENA
Moringa oleifera,MORIN
Moringa oleifera,MORINOL
Moringa oleifera,MOTRING
Moringa oleifera,VORINA
Arctium lappa,BLOOD WHOLE
Arctium lappa,"BLOOD, WHOLE"
Echinacea purpurea,PURPLE INHALER
Ganoderma lucidum,RELISH
Ganoderma lucidum,RESHID
Ganoderma lucidum,RESHIP
Ganoderma lucidum,RUIZHI
Ganoderma lucidum,TRISHI
Ganoderma lucidum,CANODERM LIPID
Rhodiola rosea,GOLDEN ALOE
Rhodiola rosea,GOLDEN PASTE
Rhodiola rosea,GOLDEN SEAL
Rhodiola rosea,BLOOD WHOLE
Rhodiola rosea,ROSEOL
Rhodiola rosea,ROSE WATER
Rhodiola rosea,ROSUHOL
Chelidonium majus,MELADINE
Chelidonium majus,MELANINE
Chelidonium majus,MELANTINE
Chelidonium majus,CLONDINE HCL
Ocimum tenuiflorum,POLYBASE
Ocimum tenuiflorum,POLY VISOL
Crataegus laevigata,BETA VULGARIS WHOLE.
Harpagophytum procumbens,COAL TAR PREPARATION
Harpagophytum procumbens,HERBAL TEA PREPARATION
Harpagophytum procumbens,MAGISTRAL PREPARATION
Harpagophytum procumbens,MISTLE PREPARATION
Harpagophytum procumbens,VALERIAN PREPARATION
Withania somnifera,APHAGAN
Cinnamomum verum,CINNARIN
Cinnamomum verum,CITRAMON
Trigonelfa foenum,SYMPHYTUM OFFICINALE WHOLE
Linum usitatissimum,FLAXACOL
Zingiber officinale,SYMPHYTUM OFFICINALE WHOLE
Camellia sinensis,GREEN PEA
Paullinia cupana,FURANA
Cannabis sativa,CANADIOL
Cannabis sativa,CARBADIOL
Cannabis sativa,CARBIDILOL
Cannabis sativa,CARBIDOL
Cannabis sativa,OEMPERZOLE
Cannabis sativa,OEMPRAZOLE
Aesculus hippocastanum,HORSE COLOSTRUM
Taraxacum officinale,SYMPHYTUM OFFICINALE WHOLE
Gymnema sylvestre,PERIPLOCA SYLVESTRIS WHOLE
Gymnema sylvestre,MIRACLE PLUS
Gymnema sylvestre,MIRACLE BUTT PASTE
Moringa oleifera,MORINDA
Arctium lappa,BETA VULGARIS WHOLE.
Panax ginseng,ASIAN GINSENG
Panax ginseng,ASIAN GINSING
Panax ginseng,BIN HAN GINSENG
Panax ginseng,BLOOD GINSENG
Panax ginseng,INDIAN GINSENG
Panax ginseng,KOREA GINSENG
Panax ginseng,KOREAN GINSENG
Panax ginseng,NOTOGINSENG
Panax ginseng,PANALGINE
Panax ginseng,RED GINSENG
Panax ginseng,ROTER GINSENG
Rhodiola rosea,ROSE HIP
Chelidonium majus,CEFADINE
Chelidonium majus,CEFAZDINE
Chelidonium majus,CELODINE
Chelidonium majus,CLANADINE
Chelidonium majus,CLANIDINE
Chelidonium majus,CLAUDINE
Chelidonium majus,COLADINE
Chelidonium majus,COLANDINE
Chelidonium majus,COLONDINE
Chelidonium majus,SWALLOW
Angelica sinensis,CAMELIA SINENSIS
Angelica sinensis,CAMELLIA SINENSIS
Ocimum tenuiflorum,LILLY BASAL
Crataegus laevigata,CRATAEGUS\VALERIAN
Crataegus laevigata,CRATAEGUS VERLA
Withania somnifera,HEAGARDA
Cannabis sativa,HEMPANOL
Mitragyna speciosa,KETUM GEL
Aloe vera,LOW INDICA THC
Beta vulgaris,BETA VULGARIS WHOLE.
Beta vulgaris,BARBADONNA
Beta vulgaris,BARBADOPA
Beta vulgaris,ANAGEL
Beta vulgaris,ANCEL
Beta vulgaris,ANGAL
Beta vulgaris,ANGE
Beta vulgaris,ANGIL
Beta vulgaris,BANDEL
Beta vulgaris,BENGEL
Beta vulgaris,CALGEL
Beta vulgaris,CARGEL
Beta vulgaris,EMAGEL
Beta vulgaris,FENGEL
Beta vulgaris,GASGEL
Beta vulgaris,JANGEE
Beta vulgaris,KANGEN
Beta vulgaris,LANDEL
Beta vulgaris,LANGES
Beta vulgaris,MAGAL
Beta vulgaris,MAGE
Beta vulgaris,MALUGEL
Beta vulgaris,MANES
Beta vulgaris,MANGAN
Beta vulgaris,MANGO
Beta vulgaris,MANIL
Beta vulgaris,MANNOL
Beta vulgaris,MANNYL
Beta vulgaris,MANSIL
Beta vulgaris,MANUGEL
Beta vulgaris,MAOXEL
Beta vulgaris,MAROGEL
Beta vulgaris,MARVEL
Beta vulgaris,MAXEL
Beta vulgaris,MAXGREL
Beta vulgaris,MAXGXL
Beta vulgaris,MAYOGEL
Beta vulgaris,MONTEL
Beta vulgaris,MUNTEL
Beta vulgaris,PANGES
Beta vulgaris,RANAGEL
Beta vulgaris,SANVEL
Beta vulgaris,SYNGEL
Beta vulgaris,TANAGEL
Beta vulgaris,TARGEL
Beta vulgaris,VANCEL
Beta vulgaris,XANJEL
Beta vulgaris,MANGO C
Beta vulgaris,MANIFOLD
Beta vulgaris,MARIGOLD
Beta vulgaris,RED MEAT
Beta vulgaris,BEMETRAZOLE
Beta vulgaris,BENTHOL
Beta vulgaris,BETAZOLE
Beta vulgaris,BLOOD WHOLE
Beta vulgaris,BETA BUTEROL
Beta vulgaris,POWER BEET
Beta vulgaris,GARDENALE
Beta vulgaris,SPINAL CORD
Beta vulgaris,SUGAMET
Beta vulgaris,SUGAR BABIES
Beta vulgaris,SUGARDYNE
Beta vulgaris,SUGAR FREE
Beta vulgaris,SUGAR PILL
Beta vulgaris,SUGAR STOP
Beta vulgaris,SUGAR TABLET
Beta vulgaris,SULAR ER
Beta vulgaris,SISCARD
Beta vulgaris,SWISS CAL
Beta vulgaris,YELLOW DOCK
Beta vulgaris,YELLOW DYE
Beta vulgaris,YELLOW FEVER
Beta vulgaris,YELLOW PILL
Actaea racemosa,BLACK CHEER
Prunus serotina,BLACK COHESH
Prunus serotina,BLACK COHORSH
Prunus serotina,BLACK HENNA
Prunus serotina,BLACK RASBERRY
Prunus serotina,HEART CHERRY
Prunus serotina,TART CHERRY
Sambucus nigra,AMERICAN ELIQUID
Sambucus nigra,AMERICAN ELM
Sambucus nigra,ACKERBERY
Sambucus nigra,BEARBERRY
Sambucus nigra,BLACKBERRY
Sambucus nigra,BLIBERRY
Sambucus nigra,BLUEBERRY
Sambucus nigra,BLUEBERRY.
Sambucus nigra,ELDEREND
Sambucus nigra,POKE BERRY
Sambucus nigra,BLOOD WHOLE
Sambucus nigra,EMSER SOLE
Sambucus nigra,BETA VULGARIS WHOLE.
Sambucus nigra,SWEET EASE
Sambucus nigra,SWEETENER
Sambucus nigra,SWEET SLUMBER
Foeniculum vulgare,BENGEL
Foeniculum vulgare,BENNET
Foeniculum vulgare,BENTEL
Foeniculum vulgare,CEANEL
Foeniculum vulgare,ENTEL
Foeniculum vulgare,FENDIL
Foeniculum vulgare,FENDOL
Foeniculum vulgare,FENDYL
Foeniculum vulgare,FENET
Foeniculum vulgare,FENEX
Foeniculum vulgare,FENGEL
Foeniculum vulgare,FENSOL
Foeniculum vulgare,FENTAL
Foeniculum vulgare,FENTOL
Foeniculum vulgare,FENTYNEL
Foeniculum vulgare,GENTEL
Foeniculum vulgare,PENDEL
Foeniculum vulgare,PENNEL
Foeniculum vulgare,RENBEL
Foeniculum vulgare,SENNAL
Foeniculum vulgare,SENNE
Foeniculum vulgare,TENNEX
Foeniculum vulgare,ZENNEN
Garcinia gummi,ARINIA
Garcinia gummi,CARCINIA
Marrubium vulgare,HORDEUM VULGARE
Equisetum hyemale,FU ZHI
Equisetum hyemale,LU BEI
Equisetum hyemale,OU BEI
Equisetum hyemale,SU WEI
Equisetum hyemale,EQUISETUM ARVENSE
Equisetum hyemale,CRAVING CRUSH
Equisetum hyemale,SOOTHING WASH
Olea europaea,IVY LEAF
Olea europaea,OIL LEAF
Origanum vulgare,OMEGAN
Origanum vulgare,OPEGAN
Origanum vulgare,ORGANOX
Origanum vulgare,REGAN
Origanum vulgare,^REGAN^
Origanum vulgare,REGANOL
Origanum vulgare,COMMON BEAN
Valeriana officinalis,ALERGAN
Valeriana officinalis,ALEVIAN
Valeriana officinalis,BALDRIAN
Valeriana officinalis,VALEARTAN
Valeriana officinalis,VALENTAN
Valeriana officinalis,VALERAT
Valeriana officinalis,VALERIC
Valeriana officinalis,VALERON
Valeriana officinalis,VALETAN
Valeriana officinalis,VALKERAN
Valeriana officinalis,VALSARIAN
Valeriana officinalis,VALSERTAN
Valeriana officinalis,VALSRTAN
Valeriana officinalis,VALTERAN
Valeriana officinalis,VALTRAN
Valeriana officinalis,VALTRIAN
Valeriana officinalis,VELERIN
Valeriana officinalis,VAILERGAN
Valeriana officinalis,VALCRIAN
Valeriana officinalis,VALERGAN
Valeriana officinalis,VALERIAL
Valeriana officinalis,VALORAN
Valeriana officinalis,VALRIAN
Valeriana officinalis,CHINESE HERB
Valeriana officinalis,CHINESE HERBAL
Valeriana officinalis,CHINESE HERBALS
Valeriana officinalis,CHINESE HERBS
Valeriana officinalis,CHINESE LICORICE
Valeriana officinalis,CHINESE RED RICE
Valeriana officinalis,CHINESE TEA
Valeriana officinalis,COMMON BEAN
Valeriana officinalis,ALTHAEA OFFICINALIS
Valeriana officinalis,CALENDULA OFFICINALIS
Valeriana officinalis,SALVIA OFFICINALIS
Valeriana officinalis,SALVIA OFFICINALIS LEAF
Valeriana officinalis,VERBENA OFFICINALIS
Valeriana officinalis,ALTHAEA OFFICINALIS ROOT
Valeriana officinalis,PERIPLOCA SYLVESTRIS WHOLE
Valeriana officinalis,BETA VULGARIS WHOLE.
Triticum aestivum,RED MEAT
Triticum aestivum,BAHIA GRASS
Triticum aestivum,SEA GRASS
Hordeum vulgare,ARLES
Hordeum vulgare,ARLUY
Hordeum vulgare,BACLEN
Hordeum vulgare,BAREX
Hordeum vulgare,BAROLE
Hordeum vulgare,MARLEX
Hordeum vulgare,PARLET
Hordeum vulgare,D3 MAX
Hordeum vulgare,DA BEI
Hordeum vulgare,D MAX
Hordeum vulgare,LAVACOLE
Hordeum vulgare,PAVACHOL
Prunus serotina,BLACKBERRY
Echinacea purpurea,ECHIPACES
Silybum marianum,HOLY THISTLE
Curcuma longa,TURNEEIC
Valeriana officinalis,VALLERIAN
Beta vulgaris,MAGOD
Prunus serotina,BLACK CHSH
Garcinia gummi,GARDENIA
Valeriana officinalis,VALERINA
Valeriana officinalis,VALERIUM
Valeriana officinalis,HOPPS VALERIAN
Valeriana officinalis,GABA VALERIAN
Valeriana officinalis,VALERIANA OFFICINALIS
Valeriana officinalis,VALERIANA OFFICINALIS ROOT
Hordeum vulgare,BAHIA GRASS
Malus domestica,5CG
Malus domestica,A
Malus domestica,A A
Malus domestica,A+D
Malus domestica,A-M
Malus domestica,A-Z
Malus domestica,A/A
Malus domestica,A?Z
Malus domestica,AA
Malus domestica,AAA
Malus domestica,AAC
Malus domestica,AAG
Malus domestica,AB
Malus domestica,ABA
Malus domestica,ABACVIR/LAMIVUDINE
Malus domestica,ABC
Malus domestica,ABD
Malus domestica,ABH
Malus domestica,ABT
Malus domestica,ABVD
Malus domestica,ABX
Malus domestica,AC T
Malus domestica,ACA
Malus domestica,ACAL
Malus domestica,ACD
Malus domestica,ACDA
Malus domestica,ACE
Malus domestica,ACEA
Malus domestica,ACEI
Malus domestica,ACEO
Malus domestica,ACER
Malus domestica,ACFI
Malus domestica,ACIA
Malus domestica,ACID
Malus domestica,ACIO
Malus domestica,ACIX
Malus domestica,ACL
Malus domestica,ACLA
Malus domestica,ACN
Malus domestica,ACNU
Malus domestica,ACO
Malus domestica,ACON
Malus domestica,ACS
Malus domestica,ACT
Malus domestica,ACTO
Malus domestica,ACTZ
Malus domestica,ACV         (ACICLOVIR)
Malus domestica,ACV (ACICLOVIR)
Malus domestica,ACY
Malus domestica,ACZO
Malus domestica,AD
Malus domestica,AD1
Malus domestica,AD3
Malus domestica,ADA
Malus domestica,ADB
Malus domestica,ADCO
Malus domestica,ADE
Malus domestica,ADH
Malus domestica,ADK
Malus domestica,ADO
Malus domestica,ADP
Malus domestica,ADR
Malus domestica,ADV
Malus domestica,ADVA
Malus domestica,ADVI
Malus domestica,ADX
Malus domestica,AECA
Malus domestica,AED
Malus domestica,AER
Malus domestica,AET
Malus domestica,AF
Malus domestica,AFA
Malus domestica,AFO
Malus domestica,AH3
Malus domestica,AHA
Malus domestica,AHCC
Malus domestica,AHCL
Malus domestica,AHF
Malus domestica,AHG
Malus domestica,AHP
Malus domestica,AI
Malus domestica,AICD
Malus domestica,AK
Malus domestica,AKA
Malus domestica,AKE
Malus domestica,AKG
Malus domestica,AL
Malus domestica,ALA
Malus domestica,ALB
Malus domestica,ALC
Malus domestica,ALE
Malus domestica,ALEV
Malus domestica,ALG
Malus domestica,ALI
Malus domestica,ALIV
Malus domestica,ALJ
Malus domestica,ALK
Malus domestica,ALL
Malus domestica,ALM
Malus domestica,ALN
Malus domestica,ALS
Malus domestica,ALT
Malus domestica,ALVO
Malus domestica,ALY
Malus domestica,AM
Malus domestica,AMD
Malus domestica,AMK
Malus domestica,AML
Malus domestica,AMO
Malus domestica,AMOX+AC CLAV ACV
Malus domestica,AMS
Malus domestica,AN
Malus domestica,ANA
Malus domestica,ANP
Malus domestica,AOL
Malus domestica,AON
Malus domestica,AOS
Malus domestica,AP
Malus domestica,APA
Malus domestica,APC
Malus domestica,APCC
Malus domestica,APD
Malus domestica,APO
Malus domestica,APP
Malus domestica,APR
Malus domestica,APVI
Malus domestica,AQ
Malus domestica,ARA
Malus domestica,ARB
Malus domestica,ARC
Malus domestica,ARK
Malus domestica,ART
Malus domestica,AS
Malus domestica,ASH
Malus domestica,ASI
Malus domestica,ASK
Malus domestica,ASPIRIN ^BAYER^ (ACVETYLSALICYLIC ACID)
Malus domestica,ASS
Malus domestica,ASX
Malus domestica,ATA
Malus domestica,ATB
Malus domestica,ATCH
Malus domestica,ATG
Malus domestica,ATL
Malus domestica,ATS
Malus domestica,ATT
Malus domestica,ATV
Malus domestica,ATZ
Malus domestica,AUVI
Malus domestica,AVA
Malus domestica,AVE
Malus domestica,AVK
Malus domestica,AVO
Malus domestica,AVR
Malus domestica,AVUV
Malus domestica,AXO
Malus domestica,AYQ
Malus domestica,AYR
Malus domestica,AZ
Malus domestica,AZD
Malus domestica,AZI
Malus domestica,AZM
Malus domestica,AZP
Malus domestica,AZQ
Malus domestica,AZR
Malus domestica,B-V
Malus domestica,BC
Malus domestica,BCM
Malus domestica,BCO
Malus domestica,BCQ
Malus domestica,BCS
Malus domestica,BSV
Malus domestica,C
Malus domestica,C+
Malus domestica,C2
Malus domestica,CA
Malus domestica,CAC
Malus domestica,CACL
Malus domestica,CACO
Malus domestica,CAV
Malus domestica,CB
Malus domestica,CBV
Malus domestica,CCB
Malus domestica,CCL
Malus domestica,CCM
Malus domestica,CCP
Malus domestica,CD
Malus domestica,CF
Malus domestica,CH
Malus domestica,CK
Malus domestica,CO
Malus domestica,CP
Malus domestica,CT
Malus domestica,CVD
Malus domestica,CVG
Malus domestica,CVL
Malus domestica,CVP
Malus domestica,CVS
Malus domestica,CY
Malus domestica,CZ
Malus domestica,DAC
Malus domestica,DAV
Malus domestica,DC
Malus domestica,DC3
Malus domestica,DCN
Malus domestica,DMV
Malus domestica,DRV
Malus domestica,EACA
Malus domestica,EBV
Malus domestica,EC
Malus domestica,ECA
Malus domestica,ECF
Malus domestica,ECO
Malus domestica,ECP
Malus domestica,ECT
Malus domestica,EFV
Malus domestica,FAC
Malus domestica,FACE
Malus domestica,FC
Malus domestica,FCR
Malus domestica,FCZ
Malus domestica,FOSACVAIR
Malus domestica,FV
Malus domestica,GC
Malus domestica,GCV
Malus domestica,GRACVIT
Malus domestica,HAIV
Malus domestica,HBV
Malus domestica,HC
Malus domestica,HCD
Malus domestica,HCF
Malus domestica,HCG
Malus domestica,HCH
Malus domestica,HCI
Malus domestica,HCL
Malus domestica,HCN
Malus domestica,HCO
Malus domestica,HCP
Malus domestica,HCTV
Malus domestica,HCV
Malus domestica,HCZ
Malus domestica,HIV
Malus domestica,ICD
Malus domestica,ICS
Malus domestica,ICY
Malus domestica,IDV
Malus domestica,IPV
Malus domestica,IV
Malus domestica,KC
Malus domestica,KC1
Malus domestica,KCB
Malus domestica,KCC
Malus domestica,KCI
Malus domestica,LAC
Malus domestica,LACB
Malus domestica,LACVOLAC
Malus domestica,LCC
Malus domestica,LCD
Malus domestica,LCF
Malus domestica,LCV
Malus domestica,LEV
Malus domestica,LIV
Malus domestica,LOV
Malus domestica,LPV
Malus domestica,M-V
Malus domestica,M/V
Malus domestica,MAC
Malus domestica,MACA
Malus domestica,MACI
Malus domestica,MACVU MAV
Malus domestica,MCG
Malus domestica,MCI
Malus domestica,MCR
Malus domestica,MCT
Malus domestica,MCV4
Malus domestica,MDV
Malus domestica,MIV
Malus domestica,MOV
Malus domestica,MTV
Malus domestica,MV
Malus domestica,NAC1
Malus domestica,NACA
Malus domestica,NACK
Malus domestica,NACL
Malus domestica,NC
Malus domestica,NCA
Malus domestica,NCH
Malus domestica,NCL
Malus domestica,NCR
Malus domestica,NIV
Malus domestica,OAC
Malus domestica,OC
Malus domestica,OCC
Malus domestica,OCO
Malus domestica,OCP
Malus domestica,OCS
Malus domestica,OPV
Malus domestica,PAC
Malus domestica,PACO
Malus domestica,PC
Malus domestica,PCA
Malus domestica,PCL
Malus domestica,PCP
Malus domestica,PCR
Malus domestica,PCT
Malus domestica,PIV
Malus domestica,PLACVENILI
Malus domestica,PNV
Malus domestica,PPV
Malus domestica,PRACVACHOL
Malus domestica,"PRENATAL VITAMINS (ASCORBIC ACID, BIOTIN, MINERALS NOS, NICOTINIC ACVID, RETINOL, TOCOPHEROL, VITAMIN B NOS, VITAMIN D NOS)"
Malus domestica,Q.V
Malus domestica,QV
Malus domestica,RCC
Malus domestica,RCI
Malus domestica,ROPIVACVAINE
Malus domestica,RPV
Malus domestica,RTV
Malus domestica,SC
Malus domestica,SCC
Malus domestica,SCH
Malus domestica,SCT
Malus domestica,SDV
Malus domestica,SQV
Malus domestica,TACO
Malus domestica,TACVO
Malus domestica,TAMSULOSINA ACV
Malus domestica,TCA
Malus domestica,TCC
Malus domestica,TCH
Malus domestica,TCM
Malus domestica,TCN
Malus domestica,TCP
Malus domestica,TCZ
Malus domestica,TNV
Malus domestica,TPV
Malus domestica,UAC
Malus domestica,UC2
Malus domestica,UV
Malus domestica,V
Malus domestica,VALACVCLOVIR 500 MG
Malus domestica,VALACVCLOVIR HCL
Malus domestica,VCD
Malus domestica,WC
Malus domestica,XCL
Malus domestica,ZC
Malus domestica,ZDV
Malus domestica,AMINO ACID PED
Malus domestica,AMINO ACIDS COMPLEX
Malus domestica,AMINO ACIDS NOS W
Malus domestica,AMIO ACIDS COMPLEX
Malus domestica,AMINO ACID SUPPLEMENT
Malus domestica,1/4 TEASPOON TURMERIC IN 2 TABLESPOONS OF APPLE SAUCE
Malus domestica,A-PLEX
Malus domestica,ABALE
Malus domestica,ALLE
Malus domestica,ALOE VERA AND APPLE AND BILLBERRY AND BLUEBERRY AND CRANBERRY AND GENT
Malus domestica,AMPHE
Malus domestica,AMPLEX
Malus domestica,ANPLEG
Malus domestica,APELEX
Malus domestica,APOLET
Malus domestica,APPLE ACID
Malus domestica,APPLE AND GINGER TEA
Malus domestica,APPLE BASE
Malus domestica,APPLE DRIED
Malus domestica,APPLE FIBRE
Malus domestica,APPLE PECTIN (MALUS DOMESTICA) (MALUS DOMESTICA)
Malus domestica,APPLE SEEDS
Malus domestica,APPLE SMOOTHIE BARIUM SULFATE 2.1%W.V 2.0%W.V -450ML- EZEM INC.
Malus domestica,APPLE TREE MISTLETOE
Malus domestica,"APPLE,, PILLS"
Malus domestica,APPLES
Malus domestica,APPLES/APPLE CIDER
Malus domestica,APRE
Malus domestica,ASOLE
Malus domestica,AVENA SATIVA/PLANTAGO OVATA/APPLE FIBRE/ACACIA SPP./GLYCINE MAX
Malus domestica,BROMELAIN PINEAPPLE ENZYME
Malus domestica,BROMELAIN PINEAPPLE EXTRACT
Malus domestica,CALCIUM POLYSTYRENE SULFONATE-APPLE FLAVOR
Malus domestica,CHILDRENS TYLENOL COLD AND COUGH NIGHTTIME APPLE
Malus domestica,CHOLESTEROL CHASER (GRAPE JUICE/APPLE JUICE/VINEGAR)
Malus domestica,DAWN HANDDISH BASE LIQUSUPCMPT ANTIBAC APPLE BLOSSOM(TRICLOSAN 0.11%) UNSPECIFIED
Malus domestica,DORICO CHA (APPLE/CINNAMON)
Malus domestica,EPSOM SALT BATH WITH APPLE CIDER VINEGAR AND TEA TREE ESSENTIAL OIL AND LEMON ESSENTIAL OIL
Malus domestica,GAMMA PINEAPPLE ENZYME
Malus domestica,J+J BABY WASH HONEY APPLE 15OZ
Malus domestica,JOHNSON'S HONEY APPLE LOTION
Malus domestica,JOHNSONS HONEY APPLE BABY LOTION
Malus domestica,JOHNSONS SKIN NOURISH SWEET APPLE WASH
Malus domestica,JUICE/FIBRE LIQ APPLE
Malus domestica,LYPLE
Malus domestica,MAPLE
Malus domestica,"METAMUCIL, APPLE OR CHERRY CRISP FLAVOR(PSYLLIUM HYDROPHILIC MUCILLOID"
Malus domestica,MUCOFALK APPLE
Malus domestica,PAPAYA PINEAPPLE ENZYMES
Malus domestica,PINEAPPLE (ANANAS COMOSUS)
Malus domestica,PINEAPPLE + PAPAYA ENZYME
Malus domestica,PINEAPPLE BROMELAIN
Malus domestica,PINEAPPLE ENZYME
Malus domestica,PINEAPPLE ENZYMES
Malus domestica,PINEAPPLE EXTRACTS
Malus domestica,PINEAPPLE PROMENADE
Malus domestica,PINEAPPLE SUPPLEMENT
Malus domestica,PINEAPPLE.
Malus domestica,PPE
Malus domestica,PPL
Malus domestica,PRUNE AND APPLE JUICE
Malus domestica,PURITANS PRIDE NATURAL PINEAPPLE ENZYME BROMELAIN
Malus domestica,RAPILE
Malus domestica,READICAT 2 APPLE SMOOTHIE  2.1% W/V 2.0% W/W EZEM INC
Malus domestica,SUPPLE
Malus domestica,THERAFLU FLU + SORE THROAT APPLE CINNAMON NOVARTIS LOT # 10057499 EXP
Malus domestica,APPLE CIDER
Malus domestica,APPLE CIDER CAP
Malus domestica,APPLE CIDER PECTIN PILLS
Malus domestica,APPLE CIDER TABS
Malus domestica,FIRE CIDER
Malus domestica,JUICE FIBRE
Malus domestica,PURE FIRE
Malus domestica,FRUIT JUICE
Malus domestica,GRAPEFRUIT /JUICE
Malus domestica,NONI FRUIT JUICE
Malus domestica,PRUNE FRUIT JUICE
Malus domestica,ACAI JUICE
Malus domestica,ALOE JUICE
Malus domestica,APOLLO JUICE
Malus domestica,GRAPE JUICE
Malus domestica,NONIE JUICE
Malus domestica,ALECLEAR
Malus domestica,ALLECLEAR
Malus domestica,NETTLE LEAF
Malus domestica,OIL LEAF
Malus domestica,PAPAYA LEAF
Malus domestica,PRELEAF
Malus domestica,APPREDEEM
Malus domestica,PINE POLLEN
Malus domestica,TREE POLLEN
Malus domestica,ARTIC ROOT
Malus domestica,NETTLE ROOT
Malus domestica,FALX SEED
Malus domestica,FLEX SEED
Malus domestica,HELP SEED
Malus domestica,BLACK SEED OIL
Malus domestica,BORAGE SEED OIL
Malus domestica,CUMIN SEED OIL
Malus domestica,FAX SEED OIL
Malus domestica,FLACK SEED OIL
Malus domestica,FLAK SEED OIL
Malus domestica,FLAZSEED OIL
Malus domestica,FLEX SEED OIL
Malus domestica,FLEXSEED OIL
Malus domestica,ALPHA STIM
Malus domestica,WHOLE BOOD
Malus domestica,AMPULES
Malus domestica,APAP ES
Malus domestica,APOLETS
Malus domestica,ARLES
Malus domestica,AZOLES
Malus domestica,LIPLES
Malus domestica,PROTEOLIN
Malus domestica,PROTEOLOS
Malus domestica,PROTERNOL L
Malus domestica,PROTEROL-L
Malus domestica,PROTOLAN
Malus domestica,PROTORAL
Malus domestica,PEUMUS BOLDUS LEAF
Malus domestica,RUBUS IDAEUS LEAF
Nigella sativa,BLACK CHEER
Nigella sativa,BLACK CHSH
Nigella sativa,BLACK CURRENT
Nigella sativa,BLACK CURRANT SEED
Nigella sativa,BLACK SEED
Nigella sativa,BLACK CURD OIL
Nigella sativa,BLACK CURRANT SEED OIL
Nigella sativa,BLACK CURRANTSEED OIL
Nigella sativa,BLACK CURRENT OIL
Nigella sativa,BLACK CURRENT SEED OIL
Nigella sativa,BLACK SEED OIL
Nigella sativa,BLACKSEED OIL
Nigella sativa,FLACK SEED OIL
Nigella sativa,KIRLL OIL
Nigella sativa,KRELL OIL
Nigella sativa,HLORELLA SEED
Nigella sativa,CVS FLAXSEED OIL
Nigella sativa,EQL FLAXSEED OIL
Nigella sativa,FLAK SEED OIL
Nigella sativa,FLAZSEED OIL
Nigella sativa,FLEX SEED OIL
Nigella sativa,GRAPSEED OIL
Nigella sativa,PAMWLA SEED OIL
Boswellia serrata,"BOSWELLIA SERRATA GUM/ALLANTOIN/2-BROMO-2-NITROPROPANE-1,3-DIOL/ALOE BARBADENSIS LEAF JUICE/AQUA/CIT"
Chlorella vulgaris,CALLUNA VULGARIS
Chlorella vulgaris,PRUNELLA VULGARIS
Chlorella vulgaris,BETA VULGARIS WHOLE.
Vaccinium macrocarpon,BEARBERRY EXTRACT
Vaccinium macrocarpon,BILLBERRY FRUIT
Vaccinium macrocarpon,ACSI BERRIES
Vaccinium macrocarpon,BERRIES
Vaccinium macrocarpon,BLUEBERRIES
Vaccinium macrocarpon,CHERRIES
Vaccinium macrocarpon,CRANBARRIER
Vaccinium macrocarpon,CRANBEROLA
Vaccinium macrocarpon,RASBERRY
Vaccinium macrocarpon,BERRY JUICE
Vaccinium macrocarpon,BLUEBERRY JUICE
Vaccinium macrocarpon,CANARY SEED
Oenothera biennis,AMOL
Oenothera biennis,BERAMOL
Oenothera biennis,CEFABOL
Oenothera biennis,CEFADOL
Oenothera biennis,CEFAMOX
Oenothera biennis,CEFAZOL
Oenothera biennis,CETAMOL
Oenothera biennis,DEFLAMOL
Oenothera biennis,ECZMOL
Oenothera biennis,EFISOL
Oenothera biennis,EHANOL
Oenothera biennis,ELAVOL
Oenothera biennis,EMOL
Oenothera biennis,ENAMEL
Oenothera biennis,ENEMOL
Oenothera biennis,ENFAMIL
Oenothera biennis,ETANOL
Oenothera biennis,EVAZOL
Oenothera biennis,EZOMOL
Oenothera biennis,FAMO
Oenothera biennis,FAMOT
Oenothera biennis,FAMOX
Oenothera biennis,FAZOL
Oenothera biennis,KAMOL
Oenothera biennis,METAMOL
Oenothera biennis,PRAMOL
Oenothera biennis,SEDAMOL
Oenothera biennis,SETAMOL
Oenothera biennis,TIAMOL
Oenothera biennis,TRAMOL
Oenothera biennis,UNAMOL
Oenothera biennis,ANNONA MURICATA
Oenothera biennis,ANOTHER PILL
Oenothera biennis,MENTHA OIL
Oenothera biennis,ONTHER PILL
Oenothera biennis,BETA VULGARIS WHOLE.
Allium sativum,CALCIUM LACTICUM
Allium sativum,CALCIUM SODIUM
Allium sativum,ASSAN
Allium sativum,DAISAN
Allium sativum,DALSAN
Allium sativum,DAOLAN
Allium sativum,DARVAN
Allium sativum,DASEN
Allium sativum,DASPAN
Allium sativum,DASTEN
Allium sativum,DAXAN
Allium sativum,DIASPAN
Allium sativum,DIOUAN
Allium sativum,GASLAN
Allium sativum,LASTAN
Allium sativum,MASPAN
Allium sativum,NASPAN
Allium sativum,VASTAN
Allium sativum,ARLUIC
Allium sativum,ARTIC
Allium sativum,CARLIN
Allium sativum,CARLIT
Allium sativum,CARLIX
Allium sativum,CARTIC
Allium sativum,DALIC
Allium sativum,EARLIA
