FAERS_drug_match,lookup_value,indi_pt
CRANBERRY [VACCINIUM SPP. FRUIT],Cranberry,Prophylaxis urinary tract infection
CRANBERRY [VACCINIUM SPP. FRUIT],Cranberry,Product used for unknown indication
CRANBERRY [VACCINIUM SPP.FRUIT],Cranberry,
CRANBERRY [VACCINIUM SPP.],Cranberry,Urinary tract infection
CRANBERRY [VACCINIUM SPP.],Cranberry,Bladder disorder
CRANBERRY [VACCINIUM SPP.],Cranberry,Prophylaxis
CRANBERRY [VACCINIUM SPP.],Cranberry,Product used for unknown indication
CRANBERRY [VACCINIUM SPP.],Cranberry,Off label use
CRANBERRY [VACCINIUM SPP.],Cranberry,Cystitis
CRANBERRY [VACCINIUM SPP.],Cranberry,Urinary tract disorder
CRANBERRY [VACCINIUM SPP],Cranberry,Product used for unknown indication
CRANBERRY(VACCINIUM OXYCOCCUS FRUIT EXTRACT),Cranberry,
CRANBERRY+,Cranberry,
CRANBERRY+ VITAMIN C AND E,Cranberry,Product used for unknown indication
CRANBERRY+VIT C,Cranberry,
CRANBERRY+VITAMIN C,Cranberry,Product used for unknown indication
"CRANBERRY, D-MANNOSE",Cranberry,Product used for unknown indication
"CRANBERRY, DILTIAZEM, FENOFIBRATE",Cranberry,
CRANBERRY-PROBIOTIC,Cranberry,
CRANBERRY-PROBIOTICS-VITAMIN C,Cranberry,
CRANBERRY-VIT C,Cranberry,
CRANBERRY-VITAMIN C,Cranberry,Prophylaxis
CRANBERRY/ VITAMIN C/VITAMIN E,Cranberry,Urinary tract infection
CRANBERRY//VACCINIUM MACROCARPON,Cranberry,Bladder pain
CRANBERRY//VACCINIUM MACROCARPON,Cranberry,Bladder dysfunction
CRANBERRY//VACCINIUM MACROCARPON,Cranberry,Urinary retention
CRANBERRY//VACCINIUM MACROCARPON,Cranberry,Product used for unknown indication
CRANBERRY//VACCINIUM MACROCARPON,Cranberry,Supplementation therapy
CRANBERRY//VACCINIUM MACROCARPON,Cranberry,Urinary tract disorder
CRANBERRY//VACCINIUM MACROCARPON,Cranberry,Urinary tract infection
CRANBERRY//VACCINIUM MACROCARPON,Cranberry,Prophylaxis urinary tract infection
CRANBERRY/01512301,Cranberry,
CRANBERRY/01512301/(VACCINIUM MACROCARPON),Cranberry,
CRANBERRY/CAP VIT C,Cranberry,Product used for unknown indication
CRANBERRY/D3,Cranberry,
CRANBERRY/PROBIOTIC,Cranberry,
CRANBERRY/PROBIOTICS,Cranberry,
CRANBERRY/VACCINIUM MACROCARPON,Cranberry,Product used for unknown indication
CRANBERRY/VIT C,Cranberry,Urinary tract infection
CRANBERRY/VITAMIN C,Cranberry,Urinary tract infection
CRANBERRY/VITAMIN C,Cranberry,Nutritional supplementation
CRANBERRY/VITAMIN C,Cranberry,Product used for unknown indication
CRANBERRY/VITAMIN C/VITAMIN E,Cranberry,Urinary tract infection
CRANBERRY?PROBIOTIC,Cranberry,
CRANBERRY?VITAMIN C,Cranberry,
CRANBERRYBIDINI,Cranberry,
CRANBERRYNE,Cranberry,
CRANBERRYPILLEN,Cranberry,
CRANBERRYSAN,Cranberry,
CRANBERRYTABLETS,Cranberry,
CRANBERRY[VACCINIUM MACROCARPON],Cranberry,Bladder disorder
CRANBERRY\ASCORBIC ACID,Cranberry,
CRANBERY,Cranberry,
CRANBURY,Cranberry,
CRANDBERRY,Cranberry,
CRANNBERRY,Cranberry,
D-MANNOSE + CRANBERRY,Cranberry,
D-MANNOSE W/CRANBERRY + DANDELION EXTRACT,Cranberry,
ELLURA CRANBERRY CAPSULES,Cranberry,
EQL CRANBERRY,Cranberry,
ESTER-C WITH CRANBERRY,Cranberry,
GARDEN OF LIFE URINARY + (PROBIOTIC/CRANBERRY EXTRACT),Cranberry,
GNP CRANBERRY,Cranberry,
GRANBERRY,Cranberry,
GREENS AND CRANBERRY,Cranberry,
NATURE MADE SUPER STRENGTH CRANBERRY,Cranberry,
NATURE'S BOUNTY CRANBERRY PILL,Cranberry,
NATURE'S BOUNTY TRIPLE STRENGTH CRANBERRY,Cranberry,
NATURES BOUNTY CRANBERRY,Cranberry,
NATURES BOUNTY CRANBERRY PLUS C,Cranberry,Hypovitaminosis
NATURES BOUNTY CRANBERRY-THERAPY,Cranberry,
ONE CRANBERRY  PILL,Cranberry,
ONE DAILY MENS MULTIVATIMINS  + CRANBERRY,Cranberry,
OTC CRANBERRY,Cranberry,
OTHER SPECIFIC MEDICATION (CRANBERRY CAPSULES),Cranberry,
OVER THE COUNTER CRANBERRY PILLS,Cranberry,Product used for unknown indication
PRIOBIOTICS - CRANBERRY PILLS,Cranberry,
RA CRANBERRY,Cranberry,Product used for unknown indication
RED CRANBERRY (UNK INGREDIENTS),Cranberry,Cystitis
SUPER CRANBERRY,Cranberry,Prophylaxis
SUPPLEMENT WITH CRANBERRY,Cranberry,Product used for unknown indication
THERACRAN (CONCENTRATED CRANBERRY),Cranberry,
THERALOGIX CRANBERRY,Cranberry,
TRANS CRANBERRY,Cranberry,
TRANS CRANBERRY TABLET,Cranberry,Urinary tract infection
TRIPLE STRENGTH CRANBERRY PILLS,Cranberry,Ill-defined disorder
TRUNATURE CRANBERRY,Cranberry,
TRUS NATURE CRANBERRY PILLS,Cranberry,
UHE RED YEAST RICE CRANBERRY,Cranberry,
ULTRA CRANBERRY,Cranberry,
UNSPECIFIED CRANBERRY PILL,Cranberry,
UROVIT CRANBERRY,Cranberry,Product used for unknown indication
VITAMIN C AND E (CRANBERRY CONCENTRATE),Cranberry,
VITAMIN C-VITAMIN E (CRANBERRY CONCENTRATE),Cranberry,
VITAMIN C-VITAMIN E -CRANBERRY CONCENTRATE,Cranberry,
VITAMIN C/CRANBERRY,Cranberry,
VITAMIN CRANBERRY,Cranberry,Product used for unknown indication
VITAMIN E/LUTEIN/CRANBERRY,Cranberry,
CRABERRY (VACCINIUM MACROCARPON),Cranberry,Product used for unknown indication
CANBERRY TAB,Cranberry,
VACCINIUM MACROCARPON FRUIT JUICE,Cranberry,Product used for unknown indication
VACCINIUM MACROCARPON FRUIT,Cranberry,Urinary tract infection
VACCINIUM MACROCARPON/ASCORBIC ACID,Cranberry,
VACCINIUM MACROCARPON,Cranberry,Prophylaxis urinary tract infection
VACCINIUM MACROCARPON,Cranberry,Kidney infection
VACCINIUM MACROCARPON,Cranberry,Prophylaxis
VACCINIUM MACROCARPON,Cranberry,Coronary artery disease
VACCINIUM MACROCARPON,Cranberry,Urinary tract infection
VACCINIUM MACROCARPON,Cranberry,Product used for unknown indication
VACCINIUM MACROCARPON,Cranberry,Nutritional supplementation
VACCINIUM MACROCARPON,Cranberry,Cystitis
VACCINIUM MACROCARPON,Cranberry,Bladder disorder
VACCINIUM MACROCARPON,Cranberry,Urinary tract disorder
VACCINIUM MACROCARPON,Cranberry,Bladder ablation
VACCINIUM MACROCARPON,Cranberry,Atonic urinary bladder
VACCINIUM MACROCARPON,Cranberry,Supplementation therapy
VACCINIUM MACROCARPON,Cranberry,Drug use for unknown indication
VACCINIUM MACROCARPON,Cranberry,Medical diet
VACCINIUM MACROCARPON/VITAMIN C,Cranberry,Bladder ablation
VACCINIUM MACROCARPON/ZINC,Cranberry,
VACCINIUMM ACROCARPON,Cranberry,Product used for unknown indication
VACCINIUM MYRTILLUS FRUIT,Cranberry,Product used for unknown indication
EFANOL EVENING PRIM ROSE OIL,Evening primrose oil,
EVENING PRIMROSE OLD,Evening primrose oil,
AFEMOL,Evening primrose oil,Pain management
EFAMOL,Evening primrose oil,Laxative supportive care
EFAMOL                             /00986101/,Evening primrose oil,Menopausal symptoms
"EFAMOL (OENOTHERA BIENNIS, TOCOPHERYL ACETATE)",Evening primrose oil,Menopausal symptoms
EVENING PRIM ROSE OIL,Evening primrose oil,
EVENING PRIMEROSE OIL,Evening primrose oil,Product used for unknown indication
EVENING PRIMEROSE OIL,Evening primrose oil,Erythema
EVENING PRIMOSE OIL,Evening primrose oil,Product used for unknown indication
EVENING PRIMOSE OIL,Evening primrose oil,Supplementation therapy
EVENING PRIMOSE OIL,Evening primrose oil,Fibrocystic breast disease
EVENING PRIMPROSE OIL,Evening primrose oil,
EVENING PRMROSE OIL,Evening primrose oil,
EVENINIG PRIMROSE OIL,Evening primrose oil,Nutritional support
PRIMROSE EXTRACT,Evening primrose oil,
"EFALEX (EVENING PRIMROSE OIL, OENOTHERA BIENNIS OIL, OMEGA-3 MARINE TR",Evening primrose oil,
EQL EVENINNG PRIMEROSE OIL,Evening primrose oil,Product used for unknown indication
EVENING PRIM ROSE,Evening primrose oil,
EVENING PRIME ROSE OIL,Evening primrose oil,Drug use for unknown indication
EVENING PRIMEROSE,Evening primrose oil,Fibrocystic breast disease
EVENING PRIMOSE,Evening primrose oil,
EVENING PRIMROS,Evening primrose oil,Hot flush
EVENING PRIMROSE OIL (GAMOLENIC ACID),Evening primrose oil,
EVENING PRIMROSE OIL (GAMOLENIC ACID) CAPSULE,Evening primrose oil,
EVENING PRIMROSE OIL (ODENOTHERA BIENNIS OIL),Evening primrose oil,Rash papular
EVENING PRIMROSE OIL (OENOTHERA BIENNIS OIL),Evening primrose oil,
EVENING PRIMROSE OIL (OENOTHERA BIENNIS OIL) (TA),Evening primrose oil,
EVENING PRIMROSE OIL 1 GM + LA + GLA FIBER CAPSULES,Evening primrose oil,
EVENING PRIMROSE OIL [OENOTHERA BIENNIS OIL],Evening primrose oil,Vitamin supplementation
EVENING PRIMROSE OIL [OENOTHERA BIENNIS OIL],Evening primrose oil,Product used for unknown indication
SEVEN SEAS ONE A DAY PURE COD LIVER OIL PLUS EVENING PRIMROSE OIL,Evening primrose oil,Routine health maintenance
TESCO HIGH STRENGHT EVENING PRIMROSE OIL,Evening primrose oil,
EVENING PROMISE OIL,Evening primrose oil,
EVENING PRIMEROSE OIL MULTI-DAY,Evening primrose oil,Product used for unknown indication
EVENING PRIMOSE OIL (OENOTHERA BIENNIS OIL),Evening primrose oil,
EVENING PRIMROSE       (OENOTHERA BIENNIS OIL),Evening primrose oil,
EVENING PRIMROSE (OENOTHERA BIENNIS OIL),Evening primrose oil,
NAUDICELLE OENOTHERA BIENNIS OIL,Evening primrose oil,Product used for unknown indication
"NAUDICELLE PLUS (OENOTHERA BIENNIS OIL, TOCOPHEROLS MIXED, TOCOPHERYL ACETATE)",Evening primrose oil,
NAUDICELLE [OENOTHERA BIENNIS OIL;TOCOPHEROL],Evening primrose oil,Multiple sclerosis
NAUDICELLE [OENOTHERA BIENNIS OIL],Evening primrose oil,
OENOTHERA OIL,Evening primrose oil,Dry skin
OMEGA 3 6 9 [FISH OIL;LINUM USITATISSIMUM SEED OIL;OENOTHERA BIENNIS O,Evening primrose oil,Product used for unknown indication
OMEGA 3 6 9 [FISH OIL;OENOTHERA BIENNIS OIL;PERILLA SPP. OIL],Evening primrose oil,
OMEGA 3 6 9 [LINUM USITATISSIMUM OIL;OENOTHERA BIENNIS OIL;SALMON OIL],Evening primrose oil,Product used for unknown indication
"PREVELIP (CUCURBITA PEPO OIL, LINUM USITATISSMUM OIL OIL, OENOTHERA BIENNISOIL, RIBES NIGRUM OIL, BRASSICA CAMPESTRIS OIL) (CUCURBITA PEPO OIL, LINUM USITATISSIMUM OIL, OENOTHERA BIENNIS OIL, RIBES NIGRUM OIL, BRASSICA CAMPESTRIS OIL)",Evening primrose oil,
PRIMROSE OIL (OENOTHERA BIENNIS OIL),Evening primrose oil,
"TOCOPHERYL ACETATE, TOCOPHEROLS MIXED, OENOTHERA BIENNIS OIL",Evening primrose oil,
"WOMEN'S MULTI (ASCORBIC ACID, BETACAROTENE, BIOTIN, CALCIUM AMINO ACID CHELATE, CALCIUM PANTOTHENATE, CHROMIUM AMINO ACID CHELATE, COPPER AMINO ACID CHELATE, CYANOCOBALAMIN, EQUISETUM ARVENSE STEM, FERROUS FUMARATE, FOLIC ACID, LAMINARIA DIGITATA POWDER, MAGNESIUM OXIDE, MANGANESE AMINO ACID CHELATE, NICOTINAMIDE, OENOTHERA BIENNIS OIL, POTASSIUM AMINO ACID CHELATE, PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN, SELENIUM AMINO ACID CHELATE, THIAMINE MONONITRATE, ZINC AMINO ACID CHELATE)",Evening primrose oil,
"WOMEN'S MULTI (ASCORBIC ACID, BETACAROTENE, BIOTIN, CALCIUM AMINO ACID CHELATE, CALCIUM PANTOTHENATE, CHROMIUM AMINO ACID CHELATE, COPPER AMINO ACID CHELATE, CYANOCOBALAMIN, EQUISETUM ARVENSE STEM, FERROUS FUMARATE, FOLIC ACID, LAMINARIA DIGITATA POWDER, MAGNESIUM OXIDE, MANGANESE AMINO ACID CHELATE, NICOTINAMIDE, OENOTHERA BIENNIS OIL, POTASSIUM AMINO ACID CHELATE, PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN, SELENIUM AMINO ACID CHELATE, THIAMINE MONONITRATE, ZINC AMINO ACID CHELATE) TABLET",Evening primrose oil,
"WOMEN'S MULTI (CALCIUM AMINO ACID CHELATE, CALCIUM PANTOTHENATE, NICOTINAMIDE, CHROMIUM AMINO ACID CHELATE,BIOTIN,FOLIC ACID,LAMINARIA DIGITATA POWDER,SELENIUM AMINO ACID CHELATE,THIAMINE MONONITRATE,MANGANESE AMINO ACID CHELATE,PYRIDOXINE HYDROCHLORIDE,BETACAROTENE,FERROUS FUMARATE,RIBOFLAVIN,POTASSIUM AMINO ACID CHELATE,ZINC AMINO ACID CHELATE,OENOTHERA BIENNIS OIL,EQUISETUM ARVENSE STEM,ASCORBIC ACID,COPPER AMINO ACID CHELATE,MAGNESIUM OXIDE,CYANO0OBALAMIN) UNKNOWN",Evening primrose oil,
OENOTHERA,Evening primrose oil,Product used for unknown indication
PRIMROSE OIL ADVANCED,Evening primrose oil,Product used for unknown indication
PRIMROSE OIL ADVANCED,Evening primrose oil,Drug use for unknown indication
PRIMROSE OIL CAP,Evening primrose oil,Product used for unknown indication
PRIMROSE OIL CAPS,Evening primrose oil,Drug use for unknown indication
PRIMROSE OIL CAPSULE,Evening primrose oil,
PRIMROSE OIL CRANBERR,Evening primrose oil,
ALLIUM SATIVUM BULB,Garlic,Supplementation therapy
"ALLIGOA (ALLIUM SATIVUM, ALLIUM SATIVUM EXTRACT, CRATAEGUS EXTRACT, CR",Garlic,
ALLIUM SATIVUM,Garlic,Product used for unknown indication
ALLIUM SATIVUM,Garlic,Routine health maintenance
ALLIUM SATIVUM,Garlic,Nutritional supplementation
ALLIUM SATIVUM,Garlic,Medical diet
ALLIUM SATIVUM,Garlic,Drug use for unknown indication
ALLIUM SATIVUM,Garlic,Supplementation therapy
ALLIUM SATIVUM,Garlic,Phytotherapy
ALLIUM SATIVUM,Garlic,Neuropathy peripheral
ALLIUM SATIVUM,Garlic,Memory impairment
ALLIUM SATIVUM (DIETARY SUPPLEMENT\HERBALS),Garlic,
ALLIUM SATIVUM (GARLICIN CARDIO),Garlic,Hepatopulmonary syndrome
ALLIUM SATIVUM (ODORLESS GARLIC EXTRACT),Garlic,Nutritional supplementation
ALLIUM SATIVUM EXTRACT,Garlic,Product used for unknown indication
ALLIUM SATIVUM EXTRACT (ALLIUM SATIVUM EXTRACT),Garlic,
ALLIUM SATIVUM OIL,Garlic,
ALLIUM SATIVUM W/BEESWAX/GLYCINE MAX OIL,Garlic,Product used for unknown indication
ALLIUM SATIVUM(ALLIUM SATIVUM),Garlic,
"ALLIUM SATIVUM, ASCORBIC ACID, CALCIUM PANTOTHENATE, CYANOCOBALAMIN, N",Garlic,
ALLIUM SATIVUM/ALPHA TOCOPHEROL/ASCORBIC ACID/BIOTIN/CALCIUM/CAMELLIA,Garlic,
ALLIUM SATIVUM/CAPSICUM ANNUUM/CRATAEGUS SPP./VACCINIUM MYRTILLUS/ZINGIBER OFFICINALE,Garlic,
ALLIUM SATIVUM/VACCINIUM MYRTILLUS/ZINGIBER OFFICINALE/CAPSICUM ANNUUM/CRATAEGUS SPP.,Garlic,Abdominal discomfort
ALLIUM SATIVUM;ASCORBIC ACID;CALCIUM PANTOTHENATE;CYANOCOBALAMIN;NICOT,Garlic,Product used for unknown indication
ALLIUM SATIVUM;ASCORBIC ACID;CAROTENOIDS NOS;CHROMIUM;COPPER;FOLIC ACI,Garlic,
COLD?EEZE [ALLIUM SATIVUM;ECHINACEA SPP.],Garlic,Product used for unknown indication
"FOOD - PLANT SOURCE, GARLIC, ALLIUM SATIVUM",Garlic,
GARLIC           (ALLIUM SATIVUM),Garlic,
GARLIC  /01570501/ (ALLIUM SATIVUM),Garlic,
GARLIC ( ALLIUM SATIVUM),Garlic,
GARLIC (ALLIUM SATIVUM),Garlic,Drug use for unknown indication
GARLIC (ALLIUM SATIVUM),Garlic,Product used for unknown indication
GARLIC (ALLIUM SATIVUM) OIL,Garlic,
GARLIC (ALLIUM SATIVUM) PILL (EXCEPT TABLETS),Garlic,
GARLIC (ALLIUM SATIVUM) UNKNOWN,Garlic,
GARLIC + PARSLEY [ALLIUM SATIVUM OIL;PETROSELINUM CRISPUM OIL],Garlic,
GARLIC + PARSLEY [ALLIUM SATIVUM OIL;PETROSELINUM CRISPUM],Garlic,Product used for unknown indication
GARLIC + PARSLEY [ALLIUM SATIVUM;CHLOROPHYLL;PETROSELINUM CRISPUM],Garlic,Product used for unknown indication
GARLIC /01570501/ (ALLIUM SATIVUM),Garlic,
GARLIC ALLIUM SATIVUM,Garlic,Product used for unknown indication
GARLIC EXTRACT (ALLIUM SATIVUM),Garlic,
GARLIC EXTRACT [ALLIUM SATIVUM BULB],Garlic,Blood cholesterol abnormal
GARLIC EXTRACT [ALLIUM SATIVUM BULB],Garlic,Ill-defined disorder
GARLIC EXTRACT [ALLIUM SATIVUM BULB],Garlic,Supplementation therapy
GARLIC OIL (ALLIUM SATIVUM OIL),Garlic,
GARLIC OIL (ALLIUM SATIVUM OIL) (CAPSULES),Garlic,
GARLIC OIL (ALLIUM SATIVUM OIL) (TABLETS),Garlic,
GARLIC OIL ESSENETIAL (ALLIUM SATIVUM),Garlic,
GARLIC PILL (ALLIUM SATIVUM),Garlic,
GARLIC SOFT GEL 9ALLIUM SATIVUM),Garlic,
GARLIC TABLETS (ALLIUM SATIVUM),Garlic,
GARLIC [ALLIUM SATIVUM BULB],Garlic,Product used for unknown indication
GARLIC [ALLIUM SATIVUM OIL],Garlic,
GARLIC//ALLIUM SATIVUM,Garlic,
GARLIX [ALLIUM SATIVUM],Garlic,Product used for unknown indication
HELIX [ALLIUM SATIVUM;ARTEMISIA ABSINTHIUM;CUCURBITA PEPO;JUGLANS REGI,Garlic,Product used for unknown indication
OLIVE LEAF [ALLIUM SATIVUM;OLEA EUROPAEA],Garlic,Product used for unknown indication
ONCE DAILY GARLIC (ALLIUM SATIVUM),Garlic,
PENNEL (ALLIUM SATIVUM OIL;BIFENDATE),Garlic,
PENNEL [ALLIUM SATIVUM OIL],Garlic,Liver function test abnormal
WELLMAN [ALLIUM SATIVUM;AMINOBENZOIC ACID;ARGININE HYDROCHLORIDE;ASCOR,Garlic,
AGED GARLIC,Garlic,
AGED GARLIC EXTRACT,Garlic,
AGED GARLIC POWDER PILLS,Garlic,
ARIZONA GARLIC,Garlic,Product used for unknown indication
"ASPIRIN, GARLIC SUPPLEMENT",Garlic,
BETA-SITOSTEROL/DANSHEN/GARLIC/RED YEAST RICE,Garlic,
BIPHENYL DIMETHYL DICARBOXYLATE/GARLIC OIL (BIPHENYL DIMETHYL DICARBOXYLATE/GARLIC OIL),Garlic,
BLACK GARLIC,Garlic,
BLACK GARLIC BOTANICALS,Garlic,
CALCIUM W/MAG + ZINC/GARLIC + GINGER,Garlic,
CAPSICUM (+) GARLIC (+) HAWTHORN (+) UBIDECARENONE,Garlic,
CHOLIC GARLIC,Garlic,
CINNAMON GARLIC,Garlic,
COD LIVER OIL WITH ODOURLESS GARLIC,Garlic,
CYPRESS/EQUISETUM/GARLIC/HIPPOCASTANI SEMEN/MAGNESIUM THIOSULFATE/MIST,Garlic,
D KYOLIC GARLIC EXTRACT,Garlic,
DIETARY SUPPLEMENTS (GARLIC AND CALCIUM),Garlic,
DOUBLE HEART GARLIC CAPSULES WITH MISTEL PLUS WHITE,Garlic,Arthralgia
FISH OIL W/GARLIC,Garlic,Product used for unknown indication
"FOOD - PLANT SOURCE, GARLIC, ALLIUM SATIVU M",Garlic,
GARLIC                             /01570501/,Garlic,Product used for unknown indication
GARLIC                             /01570501/,Garlic,Supplementation therapy
GARLIC                             /01570501/,Garlic,Blood cholesterol increased
GARLIC                             /01570501/,Garlic,Benign prostatic hyperplasia
GARLIC                             /01570501/,Garlic,Gout
GARLIC                             /01570501/,Garlic,Blood triglycerides increased
GARLIC                             /01570501/,Garlic,Hypercholesterolaemia
GARLIC                             /01570501/,Garlic,Arthropathy
GARLIC                             /01570501/,Garlic,Routine health maintenance
GARLIC                             /01570501/,Garlic,Hepatopulmonary syndrome
GARLIC                             /01570501/,Garlic,General physical health deterioration
GARLIC                             /01570501/,Garlic,Blood glucose abnormal
GARLIC                             /01570501/,Garlic,Cardiac disorder
GARLIC                             /01570501/,Garlic,Blood cholesterol
GARLIC                             /01570501/,Garlic,Vitamin supplementation
GARLIC                             /01570501/,Garlic,Prophylaxis
"GARLIC (+) HAWTHORN (GARLIC, HAWTHORN)",Garlic,
GARLIC (+) PARSLEY,Garlic,
GARLIC (ALLIUM SATVUM),Garlic,
GARLIC (ALLIUM STATIVUM),Garlic,
GARLIC (ALLUM SATIVUM),Garlic,
GARLIC + CAPSAICIN,Garlic,Obesity
GARLIC + CAPSAICIN 500,Garlic,Obesity
GARLIC + HORSERADISH,Garlic,Prophylaxis
"GARLIC + HORSERADISH (GARLIC, HORSE-RADISH)",Garlic,
GARLIC + PARSLEY,Garlic,Vitamin supplementation
GARLIC + PARSLEY                   /05590701/,Garlic,Vitamin supplementation
GARLIC + PARSLEY TABLETS,Garlic,
GARLIC /01570501/,Garlic,Product used for unknown indication
GARLIC /01570501/,Garlic,Supplementation therapy
GARLIC /01570501/,Garlic,Routine health maintenance
GARLIC /01570501/,Garlic,Vitamin supplementation
GARLIC /01570501/ (CON.),Garlic,
GARLIC /01570504/,Garlic,
GARLIC AND PAIN FORMULA,Garlic,Pain
GARLIC AND PARSLEY,Garlic,
GARLIC AND PARSLEY GELCAP,Garlic,Asthma
GARLIC AND PARSLEY GELCAP,Garlic,Blood pressure abnormal
GARLIC AND PARSLEY GELCAP,Garlic,Immune system disorder
GARLIC AND PARSLEY OIL,Garlic,
GARLIC AND PARSLEY PILL,Garlic,Blood cholesterol increased
GARLIC CARE FISH OIL,Garlic,
GARLIC COMPLEX,Garlic,Product used for unknown indication
GARLIC COMPLEX (W/B6 B12 FOLIC ACID),Garlic,
GARLIC LEMON W/BICARBONATE SODA,Garlic,
GARLIC NATURAL,Garlic,Product used for unknown indication
GARLIC ODOR FREE,Garlic,
GARLIC OIL CAPSULES (ALLIUM STAIVUM),Garlic,
GARLIC OIL/BIPHENYL-DIMETHYL-DICARBOXYLATE,Garlic,
GARLIC OVER THE COUNTER,Garlic,Blood cholesterol
GARLIC PARSLEY,Garlic,Product used for unknown indication
GARLIC PEARL,Garlic,
GARLIC PEPPER,Garlic,Product used for unknown indication
GARLIC POWDER 16028/0058 150 MG,Garlic,Drug use for unknown indication
GARLIC POWDER 16028/0058 150 MG,Garlic,Product used for unknown indication
GARLIC RAW,Garlic,
GARLIC REISHI,Garlic,
GARLIC REMEDIES,Garlic,
GARLIC ROOT,Garlic,
GARLIC THYROID,Garlic,
GARLIC W/PARSLEY,Garlic,
GARLIC-ACTIVE,Garlic,
GARLIC-LECITHIN,Garlic,
GARLIC-PARSLEY,Garlic,Product used for unknown indication
GARLIC/CAYENNE GEL TAB,Garlic,Product used for unknown indication
GARLIC/HORSERADISH (GARLIC),Garlic,
GARLIC/MULTIVITAMIN/UBIQUINONE/VITAMIN E,Garlic,
GARLICAP,Garlic,
GARLICAPS,Garlic,
GARLICIN,Garlic,Hepatopulmonary syndrome
GARLICIN,Garlic,Aspergillosis
GARLICIN,Garlic,Prophylaxis
GARLICIN CARDIO,Garlic,Hepatopulmonary syndrome
GARLICIN HIGH ALLICIN POTENTIAL,Garlic,
GARLIN,Garlic,Product used for unknown indication
GARLIQUE/GARLIC,Garlic,
GINGER GARLIC,Garlic,
HAWTHORN GARLIC OIL,Garlic,
HERBAL SUPPLEMENTS INCLUDING GARLIC AND ESTER,Garlic,
HERRON HL026 HORSERADISH AND GARLIC PLUS,Garlic,
HORSERADISH + GARLIC + VITAMIN C,Garlic,Hypovitaminosis
HORSERADISH AND GARLIC,Garlic,
"HORSERADISH, GARLIC + C",Garlic,Product used for unknown indication
KERKERMIE TUMERIC WITH GARLIC SUPPLEMENT,Garlic,Product used for unknown indication
KYOLIC (AGED GARLIC EXTRACT),Garlic,
KYOLIC AGED GARLIC,Garlic,
KYOLIC AGED GARLIC EXTRACT,Garlic,Inflammatory bowel disease
KYOLIC AGED GARLIC EXTRACT AND CURCUMIN,Garlic,Inflammatory bowel disease
KYOLIC AGED GARLIC POWDER,Garlic,
NATURAL GARLIC OIL,Garlic,Drug use for unknown indication
NATURE'S OWN GARLIC AND C HORSERADISH WITH FENUGREEK AND MARSHMALLOW,Garlic,
ODOR FREE GARLIC,Garlic,Product used for unknown indication
ODOR FREE GARLIC?X,Garlic,
ODORLESS GARLIC                    /01570501/,Garlic,Supplementation therapy
OMEGA 3/GARLIC,Garlic,
ONION GARLIC,Garlic,
PARSLEY/GARLIC,Garlic,
POLICOSANOL GARLIC,Garlic,
POLICOSANOL GARLIC NIACIN,Garlic,
POLICOSANOL-GARLIC,Garlic,
RED YEAST RICE AND GARLE MAX GARLIC,Garlic,Blood cholesterol
SPRING VALLEY GARLIC,Garlic,
"SUPER B, VISTARIL, GARLIC, WELLBUTRIN, FISH OIL, LEXAPRO, ESCITALOPRAM",Garlic,
TUMERIC WITH MAPLE SYRUP AND GARLIC INFUSED,Garlic,
WHOLE GARLIC,Garlic,
CITRUS PARADISI FRUIT JUICE,Grapefruit,Drug use for unknown indication
CITRUS X PARADISI FRUIT JUICE,Grapefruit,
CITRUS PARADISI FRUIT JUICE (CITRUS PARADISI FRUIT JUICE),Grapefruit,Ill-defined disorder
CITRUS PARADISI FRUIT JUINC (CITRUS PARADISI FRUIT JUICE),Grapefruit,Ill-defined disorder
CITRUS PARADIST FRUIT JUICE (CITRUS PARADISI FRUIT JUICE),Grapefruit,Ill-defined disorder
CITRUS X PARADISI JUICE,Grapefruit,Prophylaxis
GRAPEFRUIT JUICE                         (CITRUS PARADISI FRUIT JUICE),Grapefruit,Ill-defined disorder
GRAPEFRUIT JUICE (CITRUS PARADISI FRUIT JUICE),Grapefruit,Ill-defined disorder
"GRAPEFRUIT JUICE (CITRUS PARADISI FRUIT JUICE,)",Grapefruit,
CITRUS X PARADISI,Grapefruit,Product used for unknown indication
GRAPEFRUIT JUICE (CITRUS X PARADISI FRUIT JUICE),Grapefruit,
JUS DE PAMPLEMOUSSE (CITRUS X PARADISI FRUIT JUICE),Grapefruit,
APPLE CIDER VINEGAR WITH GRAPEFRUIT EXTRACT,Grapefruit,Product used for unknown indication
"ESSENTIAL OILS (PATCHOULI, OREGANO, ORGANE, GRAPEFRUIT, BASIL, CINAMON, DILL, FRANKINCENSE, GERANIUM, LEMON, PINE, TEA TREE, THIEVES)",Grapefruit,
GRAPEFRUIT (CITRUS X PARADISI),Grapefruit,
GRAPEFRUIT /JUICE,Grapefruit,
GRAPEFRUIT JUICE (CITRUS PARADISHI FRUIT JUICE),Grapefruit,
GRAPEFRUIT JUICE (CITRUS PARADISI FRUT JUICE),Grapefruit,Ill-defined disorder
GRAPEFRUIT JUICE (CITRUS X PARADISIS FRUIT JUICE),Grapefruit,
