FAERS_drug_match,lookup_value,indi_pt
AMINO ACID INJ,Red yeast rice,Weight decreased
AMINO ACID INJ,Red yeast rice,Hypoalbuminaemia
AMINO ACID INJ,Red yeast rice,Eating disorder
AMINO ACID INJ,Red yeast rice,Prophylaxis
AMINO ACID MIX,Red yeast rice,
AMINO ACID PED,Red yeast rice,
AMINO ACID PREPS,Red yeast rice,
AMINO ACID TA,Red yeast rice,Product used for unknown indication
AMINO ACID TA,Red yeast rice,Nutritional supplementation
AMINO ACIDS NOS W,Red yeast rice,Hypophagia
AMINO ACIDS NOS W,Red yeast rice,Medical diet
BROEN C,Red yeast rice,Product used for unknown indication
BROEN C,Red yeast rice,Rhinitis allergic
BRONICA,Red yeast rice,Product used for unknown indication
BRONICA,Red yeast rice,Asthma
BRONILIDE,Red yeast rice,
BROWN MIXT,Red yeast rice,Product used for unknown indication
BROWN PILLS,Red yeast rice,Crohn's disease
RED RICE,Red yeast rice,Product used for unknown indication
RED RICE,Red yeast rice,Blood uric acid abnormal
BALYA,Red yeast rice,
DAGLA,Red yeast rice,Hiatus hernia
DAGLA,Red yeast rice,Gastric disorder
DAGLA,Red yeast rice,Product used for unknown indication
DAGLA,Red yeast rice,Gastritis
DAIVA,Red yeast rice,
DANKA,Red yeast rice,Cough
DANOA,Red yeast rice,
DAO,Red yeast rice,
DAOLAN,Red yeast rice,
DAPA,Red yeast rice,Product used for unknown indication
DAPTA,Red yeast rice,Product used for unknown indication
DARA,Red yeast rice,Product used for unknown indication
DATA,Red yeast rice,
DAVA,Red yeast rice,Anxiety
DAVIA,Red yeast rice,Cognitive disorder
DAVIA,Red yeast rice,Mental disorder
DAVIA,Red yeast rice,Nervousness
DIOVA,Red yeast rice,Drug use for unknown indication
DOCA,Red yeast rice,Hormone replacement therapy
DOCA,Red yeast rice,Adrenal insufficiency
DODA,Red yeast rice,
DONA,Red yeast rice,Depression
DONA,Red yeast rice,Product used for unknown indication
DONA,Red yeast rice,Rheumatoid arthritis
DONA,Red yeast rice,Osteoarthritis
DOPA,Red yeast rice,Tremor
DOPA,Red yeast rice,Ill-defined disorder
DOXA,Red yeast rice,
DUOVA,Red yeast rice,Menopause
KATYA,Red yeast rice,
LAMYA,Red yeast rice,Contraception
LAXOYA,Red yeast rice,Product used for unknown indication
LAXOYA,Red yeast rice,Constipation
LAXOYA,Red yeast rice,Dyspepsia
LAXOYA,Red yeast rice,Chronic obstructive pulmonary disease
SOYA,Red yeast rice,Drug use for unknown indication
AN YA,Red yeast rice,Hypertension
GU CI,Red yeast rice,Exostosis
GU YU,Red yeast rice,Osteoporosis
GUGUA,Red yeast rice,
LUO YA,Red yeast rice,Arrhythmia
HYDROCYAPAP,Red yeast rice,
HYDROXY/APAP,Red yeast rice,
HYDROXYZ-PAM,Red yeast rice,
HYDROXYZA HCL,Red yeast rice,
HYDROXYZPAM,Red yeast rice,Product used for unknown indication
HYDROXYZPAN,Red yeast rice,
TRISTART DHA,Red yeast rice,Hepatic encephalopathy
TRISTART DHA,Red yeast rice,Product used for unknown indication
RED VINE LEAF,Red yeast rice,Ill-defined disorder
BORAGE SEED OIL,Red yeast rice,Arthritis
3M ESPE CONTROL RX 1.1% NAF DENTIFRICE,Red yeast rice,
AARICEPT,Red yeast rice,
ACE,Red yeast rice,Product used for unknown indication
ACE,Red yeast rice,Supplementation therapy
ACE,Red yeast rice,Pyrexia
ACE,Red yeast rice,Hypertension
ACE,Red yeast rice,Drug use for unknown indication
ACE,Red yeast rice,Cardiac failure
ACRICEPT,Red yeast rice,
ADRECOR W/ LICORICE,Red yeast rice,Product used for unknown indication
AERICEPT,Red yeast rice,
AICD,Red yeast rice,
AIRICEPT - PFIZER 10MG.,Red yeast rice,Memory impairment
ALCOHOL (400 CC OF CHINESE RICE WINE),Red yeast rice,Alcohol use
ALICE,Red yeast rice,
ALOE VERA (ALOE VERA) (+) CHAMOMILE (+) HIGH MALLOW (+) LICORICE (+) M,Red yeast rice,
"ANIMAL ALLERGENS, HAMSTER EPITHELIA, MESOCRICETUS AURATUS",Red yeast rice,
ANTI-HYPERURICEMIA MEDICATION,Red yeast rice,
ARICENT,Red yeast rice,
ARICEP,Red yeast rice,Product used for unknown indication
ARICEP,Red yeast rice,Parkinson's disease
ARICEP FLAS,Red yeast rice,
ARICEPT                                 /JPN/,Red yeast rice,Dementia
ARICEPT                                 /JPN/,Red yeast rice,Memory impairment
ARICEPT          (CONEPEZIL HYDROCHLORIDE),Red yeast rice,
ARICEPT   /01318902/ (DONEPEXIL HYDROCHLORIDE),Red yeast rice,
ARICEPT   /JPN/,Red yeast rice,Dementia
ARICEPT (BONEPEZIL HYDROCHLORIDE),Red yeast rice,
ARICEPT (CONEPEZIL HYDROCHLORIDE),Red yeast rice,
ARICEPT (CONEZEPIL HYDROCHLORIDE),Red yeast rice,
ARICEPT (DENEPEZIL HYDROCHLORIDE),Red yeast rice,
"ARICEPT (DEONEPEZIL HYDROCHLORIDE) (5 MILLIGRAM, TABLETS) (DONEPEZIL H",Red yeast rice,
ARICEPT (DOMEPEZIL HYDROCHLORIDE),Red yeast rice,
ARICEPT (DONAPAZIL HYDROCHLORIDE),Red yeast rice,
ARICEPT (DONEFEZIL HYDROCHLORIDE),Red yeast rice,
ARICEPT (DONEPEIL HYDROCHLORIDE),Red yeast rice,
ARICEPT (DONEPENZIL HYDROCHLORIDE),Red yeast rice,
ARICEPT (DONEPEXIL HYDROCHLORIDE),Red yeast rice,
ARICEPT (DONEPEZIL HYDROCHLORIDE) (DONEPEZIL HYDORCHLORIDE)?,Red yeast rice,
ARICEPT (DONEPEZIL HYDROCHLORIDE) (DONEPEZIL HYDROCHLOROTHIAZIDE),Red yeast rice,
ARICEPT (DONEPEZIL HYDROCHLORIDE) (TABLETS),Red yeast rice,
ARICEPT (DONEPEZIL HYDROCHLORIDE) (UNKNOWN),Red yeast rice,
ARICEPT (DONEPEZIL HYDROCHLORIDE) (UNKNOWN)?,Red yeast rice,
"ARICEPT (DONEPEZIL HYDROCHLORIDE) FILM-COATED TABLET, 10 MG",Red yeast rice,
"ARICEPT (DONEPEZIL HYDROCHLORIDE) FILM-COATED TABLET, 5 MG",Red yeast rice,
ARICEPT (DONEPEZIL HYDROCHLORIDE) ONGOING,Red yeast rice,
ARICEPT (DONEPEZIL HYDROCHLORIDE) ORODISPERSIBLE CR TABLET,Red yeast rice,
ARICEPT (DONEPEZIL HYDROCHLORIDE) TABLET,Red yeast rice,
"ARICEPT (DONEPEZIL HYDROCHLORIDE) TABLET, 5 MG",Red yeast rice,
ARICEPT (DONEPEZIL HYDROCHLORIDE) UNSPECIFIED,Red yeast rice,
ARICEPT (DONEPEZIL) HCL,Red yeast rice,
ARICEPT (DONEPEZILE HYDROCHLORIDE),Red yeast rice,
ARICEPT (DONEPZEIL HYDROCHLORIDE),Red yeast rice,
ARICEPT (DONEZIL HYDROCHLORIDE),Red yeast rice,
ARICEPT (DONNEPEZIL HYDROCHLORIDE),Red yeast rice,
ARICEPT (DONPEZIL HYDROCHLORIDE),Red yeast rice,
ARICEPT )DONEPEZIL HYDROCHLORIDE),Red yeast rice,
ARICEPT / DONEPEZIL,Red yeast rice,Dementia Alzheimer's type
ARICEPT / DONEPEZIL,Red yeast rice,Memory impairment
ARICEPT / DONEPEZIL,Red yeast rice,Multiple sclerosis
ARICEPT /01318902/	,Red yeast rice,
ARICEPT /JPN/,Red yeast rice,Dementia
ARICEPT /JPN/(DONEPEZIL HYDROCHLORIDE),Red yeast rice,
ARICEPT 9DONEPEZIL HYDROCHLORIDE),Red yeast rice,
ARICEPT ASPIRIN,Red yeast rice,
ARICEPT D,Red yeast rice,Dementia Alzheimer's type
ARICEPT D,Red yeast rice,Dementia
ARICEPT D,Red yeast rice,Depression
ARICEPT D,Red yeast rice,Product used for unknown indication
ARICEPT D,Red yeast rice,Rapid eye movements sleep abnormal
ARICEPT D,Red yeast rice,Prophylaxis
ARICEPT D (DONEPEZIL HYDROCHLORIDE) (TABLETS) (DONEPEZIL HYDROCHLORIDE,Red yeast rice,
ARICEPT D (DONEPEZIL HYDROCHLORIDE) TABLET,Red yeast rice,
ARICEPT D (DONEPEZIL HYDROCHLORIDE)(DONEPEZIL HYDROCHLORIDE),Red yeast rice,
ARICEPT D (DONEZEPIL HYDROCHLORIDE) (DONEZEPIL HYDROCHLORIDE),Red yeast rice,
ARICEPT D(DONEPEZIL HYDROCHLORIDE),Red yeast rice,
"ARICEPT JPN (DONEPEZIL HYDROCHLORIDE) TABLET, 5 MG",Red yeast rice,
ARICEPT OD (DONEPEZIL HYDROCHLORIDE)(DONEPEZIL HYDROCHLORIDE),Red yeast rice,
"ARICEPT TABLETS, SODIUM CHLORIDE",Red yeast rice,
ARICEPT(DONEPEZIL HYDROCHLORIDE),Red yeast rice,
ARICEPT(DONEPEZIL HYDROCHLORIDE)(DONEPEZIL HYDROCHLORIDE),Red yeast rice,
ARICET (DONEPEZIL HYDROCHLORIDE) (UNKNOWN),Red yeast rice,
ARICETT,Red yeast rice,Memory impairment
ATENOLOL-ARICEPT-SYNTHROID,Red yeast rice,
ATTENUATED LIVE VARICELLA - ZOSTER VIRUS (OKA STRAIN),Red yeast rice,Immunisation
ATTENUATED LIVE VARICELLA - ZOSTER VIRUS (OKA STRAIN),Red yeast rice,Prophylaxis
"BENZO-JEL 220 MG/G GEL, DENTIFRICE",Red yeast rice,
BETA-SITOSTEROL/DANSHEN/GARLIC/RED YEAST RICE,Red yeast rice,
BICA,Red yeast rice,
BLACK LICORICE,Red yeast rice,
BLACK LICORICE EXTRACT,Red yeast rice,Supplementation therapy
BLINDED VARICELLA-ZOSTER VIRUS VACCINE INACTIVATED (OKA/MERCK),Red yeast rice,Prophylaxis
BRACE,Red yeast rice,
BRICEF,Red yeast rice,Product used for unknown indication
"BROWN MIXTURE (ANTIMONY POTASSIUM TARTRATE, GLYCEROL, LIQUORICE LIQUID",Red yeast rice,
BROWN MIXTURE (ANTIMONY POTASSIUM TARTRATE/LICORICE/OPIUM),Red yeast rice,Upper respiratory tract infection
BUTALB-CAFF-ACETA-CODEINE) FIORICET W/CODEINE),Red yeast rice,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE (FIORICET) 50-325-40 MG TABLET,Red yeast rice,
"BUTALBITAL-ACETAMINOPHEN-CAFFEINE (FIORICET, ESGIC)",Red yeast rice,
BUTALBITAL-ACETAMINOPHEN-CAFLEINE (FLORICET),Red yeast rice,
BUTALBITAL/APAP/CODEINE (FIORICET W/CODEINE),Red yeast rice,
"CABAGIN (CINNAMON, POWDERED, DIASTASE, LIQURICE, MENTHOL, NISIN, SCOPO",Red yeast rice,
CALTRATE + CITRICEL,Red yeast rice,
CARICEL,Red yeast rice,
CHINESE LICORICE,Red yeast rice,Arthralgia
CHINESE LICORICE (+) CHINESE PEONY (+) CINNAMON (+) EPHEDRA (+) GINGER,Red yeast rice,
CITRICEL,Red yeast rice,
CITRICEL (ALL OTHER THERAPEUTIC PRODUCTS),Red yeast rice,
COMPOUND LIQUORICE,Red yeast rice,Cough
COMPOUND LIQUORICE,Red yeast rice,Upper respiratory tract infection
COMPOUND LIQUORICE,Red yeast rice,Product used for unknown indication
COMPOUND LIQUORICE,Red yeast rice,Productive cough
COMPOUND LIQUORICE,Red yeast rice,Pleural effusion
COMPOUND LIQUORICE ORAL SOLUTION (UNK INGREDIENTS),Red yeast rice,Upper respiratory tract infection
COMPOUND LIQUORICE TABLET,Red yeast rice,Cough
COMPOUND LIQUORICE TABLETS,Red yeast rice,Cough
"CONTROLRX DENTIFRICE   5000 PPM PRESCRIPTION   OMNI PHARMACEUTICALS,",Red yeast rice,Dental disorder prophylaxis
CORIANDER AND INDIAN LABURNUM AND LICORICE AND SENNA AND TAMARIND,Red yeast rice,
CORICEDIN HBP,Red yeast rice,Cough
CP2D AND AS-3 NUTRICEL,Red yeast rice,Anaemia
CP2D AND AS-3 NUTRICEL,Red yeast rice,Product used for unknown indication
CP2D AND AS-3 NUTRICEL,Red yeast rice,Postpartum haemorrhage
CP2D AND AS-3 NUTRICEL,Red yeast rice,Thalassaemia
CYSTEINE HYDROCHLORIDE/GLYCINE/LICORICE,Red yeast rice,
DEGLYCYRRHIZINISED LIQUORICE,Red yeast rice,Product used for unknown indication
DEGLYCYRRHIZINIZED EXTRACT OF LIQUORICE,Red yeast rice,Mucosal ulceration
DENTIFRICES,Red yeast rice,
DGL-LICORICE,Red yeast rice,
DICA,Red yeast rice,
DICEM,Red yeast rice,Cardiac disorder
DILCE,Red yeast rice,Product used for unknown indication
DINE,Red yeast rice,
DONEPEZIL -ARICEPT(R)-,Red yeast rice,
DONEPEZIL HYDROCHLORIDE (ARICEPT) UNKNOWN,Red yeast rice,
DONEPEZIL/ARICEPT,Red yeast rice,
DONEZEPIL -ARICEPT-,Red yeast rice,
DURICEF/TEFIDROX,Red yeast rice,
DURICEF/TEFIDROX (500 MG),Red yeast rice,
EGYPTIAN LICORICE TEA,Red yeast rice,
ERICA,Red yeast rice,
ESGIC/FIORICET,Red yeast rice,Headache
ESOPHAGEAL VARICES,Red yeast rice,
FACE,Red yeast rice,Product used for unknown indication
FEBRICET,Red yeast rice,Hypertension
FEBRICET,Red yeast rice,Gout
FEBRICET,Red yeast rice,Pyrexia
FEBRICET,Red yeast rice,Febrile neutropenia
FEBRICET,Red yeast rice,Platelet count decreased
FEBRICET,Red yeast rice,Autoimmune pancytopenia
FERRICET,Red yeast rice,Anaemia
FICO,Red yeast rice,
FINRICET,Red yeast rice,Migraine
FIORICEF,Red yeast rice,
FIORICEL 50/325/40MG,Red yeast rice,
FIORICENT,Red yeast rice,
"FIORICEPT W/CODEINE (FIORICET W/CODEINE) (CODEINE PHOSPHATE, CAFFEINE,",Red yeast rice,
FIORICET  WITH CODEINE NUMBER 3,Red yeast rice,
FIORICET (AXOTAL (OLD FORM) (UNKNOWN),Red yeast rice,
FIORICET (AXOTAL (OLD FORM)) (TABLETS),Red yeast rice,
FIORICET (AXOTAL /0072700/ ),Red yeast rice,
FIORICET (AXOTAL /00727001/ (AXOTAL /00727001/),Red yeast rice,
FIORICET (AXOTAL /00727001/),Red yeast rice,
FIORICET (AXOTAL /00727001/) (AXOTAL /0072701/),Red yeast rice,
"FIORICET (AXOTAL /00727001/) (CAFFEINE, BUTALBITAL, PARACETAMOL)",Red yeast rice,
"FIORICET (AXOTAL /OLD FORM/ (CAFFEINE, BUTALBITAL, PARACETAMOL)",Red yeast rice,
"FIORICET (AXOTAL /OLD FORM/) (CAFFEINE, BUTABITAL PARACETAMOL)",Red yeast rice,
"FIORICET (AXOTAL /OLD FORM/) (CAFFEINE, BUTALBITAL, PARACETAMOL)",Red yeast rice,
"FIORICET (AXOTAL) (CAFFEINE, BUTALBITAL, PARACETAMOL)",Red yeast rice,
"FIORICET (AXOTAL/ 00727001/)(CAFFEINE, BUTALBITAL, PARACETAMOL)",Red yeast rice,
FIORICET (AXOTAL/00727001/) (TABLET),Red yeast rice,
FIORICET (BUTALBITAL CAFFEINE PARACETAMOL),Red yeast rice,
"FIORICET (BUTALBITAL CAFFEINE, PARACETAMOL)",Red yeast rice,
"FIORICET (BUTALBITAL,  CAFFEINE. PARACETAMOL)",Red yeast rice,
"FIORICET (BUTALBITAL, ACETAMINOHPEN, CAFFEINE) (BUTALBITAL, ACETAMINOP",Red yeast rice,
"FIORICET (BUTALBITAL, CAFFEINE PARACETAMOL)",Red yeast rice,
"FIORICET (BUTALBITAL, CAFFEINE, PARACERTAMOL)",Red yeast rice,
"FIORICET (BUTALBITAL, CAFFEINE, PARACETAMOL)",Red yeast rice,
"FIORICET (BUTALBITAL, CAFFEINE, PARACETAMOL) TABLET",Red yeast rice,
"FIORICET (BUTALBITAL, CAFFEINE, PHARACETAMOL)",Red yeast rice,
"FIORICET (BUTALBITAL,CAFFEINE,PARACETAMOL)",Red yeast rice,
FIORICET (BUTALBITAL/CAFEEINE/PARACETAMOL),Red yeast rice,
"FIORICET (CAFFEINE, BUTALBITAL, PARACETAMOL)",Red yeast rice,
"FIORICET (FIORICET WITH CODEINE) (CODEINE PHOSPHATE, CAFFEINE, BUTALBITAL, PARACETAMOL)",Red yeast rice,
FIORICET (GE),Red yeast rice,
"FIORICET (PARACETAMOL, BUTALBITAL, CAFFEINE)",Red yeast rice,
"FIORICET (PARACETAMOL,CAFFEINE,BUTALBITAL)",Red yeast rice,
FIORICET (TABLETS) AXOTAL (OLD FORM)) TABLETS,Red yeast rice,
FIORICET + CODEINE,Red yeast rice,
FIORICET 50-300-40 MG,Red yeast rice,
FIORICET 50-325-40 MG,Red yeast rice,
FIORICET 50/325-40MG,Red yeast rice,
FIORICET 50/325/40 (WATSON LABORATORIES),Red yeast rice,
FIORICET EQ,Red yeast rice,
FIORICET PM,Red yeast rice,
FIORICET TAB,Red yeast rice,
FIORICET TABS,Red yeast rice,
FIORICET W CODEINE,Red yeast rice,Migraine
FIORICET W/ CODEINE,Red yeast rice,Migraine
FIORICET W/ CODEINE,Red yeast rice,Aneurysm
FIORICET W/ CODEINE,Red yeast rice,Analgesia
FIORICET W/ CODEINE,Red yeast rice,Pain
FIORICET W/ CODEINE,Red yeast rice,Drug use for unknown indication
FIORICET W/ CODEINE,Red yeast rice,Osteoarthritis
FIORICET W/ CODEINE,Red yeast rice,Tension headache
FIORICET W/ CODEINE,Red yeast rice,Headache
FIORICET W/ CODEINE,Red yeast rice,Product used for unknown indication
"FIORICET W/ CODEINE (FIORICET W/ CODEINE) (CODEINE PHOSPHATE, CAFFEINE",Red yeast rice,
FIORICET W/CODEINE,Red yeast rice,Migraine
FIORICET W/CODEINE,Red yeast rice,Headache
"FIORICET W/CODEINE (BUTALBITAL, CAFFEINE, CODEINE PHOSPHATE, PARACETAM",Red yeast rice,
"FIORICET W/CODEINE (BUTALBITAL, CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)",Red yeast rice,
"FIORICET W/CODEINE (BUTALBITAL, CAFFINE, CODINE, PHOSPHATE, PARACETAMO",Red yeast rice,
FIORICET W/CODEINE (BUTALBITAL/CAFFEINE/CODEINE PHOSPHATE/PARACETAMOL),Red yeast rice,
FIORICET W/O CODEINE,Red yeast rice,
FIORICET WATSON USE TO,Red yeast rice,Migraine
"FIORICET WITH CODEINE (BUTALBITAL, CAFFEINE, CODEINE PHOSPHATE, PARACE",Red yeast rice,
"FIORICET WITH CODEINE (BUTALBITAL, CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)",Red yeast rice,
"FIORICET WITH CODEINE (CODEINE PHOSPHATE, CAFFEINE, BUTALBITAL, PARACETAMOL)",Red yeast rice,
"FIORICET WITH CODEINE (FIORICET WITH CODEINE) (CODEINE PHOSPHATE, CAFFEINE,BUTALBITAL, PARACETAMOL)",Red yeast rice,
FIORICET WITH CODINE,Red yeast rice,
"FIORICET(AXOTAL /OLD FORM/)(CAFFEINE, BUTALBITAL, PARACETAMOL)",Red yeast rice,
"FIORICET(BUTALBITAL, CAFFEINE, PARACETAMOL)",Red yeast rice,
FIORICET-COD,Red yeast rice,Product used for unknown indication
FIORICET-COD 30-50--325-40,Red yeast rice,
FIORICET-CODEINE,Red yeast rice,
FIORICET/ACETAMINAPHEN,Red yeast rice,Headache
FIORICET/BUTALBITAL/CAFFEINE,Red yeast rice,Product used for unknown indication
FIORICET/CAFFEINE/CODEINE,Red yeast rice,Headache
FIORICET/COD,Red yeast rice,
FIORICET/CODEINE,Red yeast rice,Sinus headache
FIORICET/CODEINE,Red yeast rice,Product used for unknown indication
FIORICET/ESGIC,Red yeast rice,
"FIORICET; AXOTAL (CAFFEINE, BUTALBITAL, PARACETAMOL)",Red yeast rice,
FIORICETS (AXOTAL (OLD FORM)),Red yeast rice,
FIORICETT,Red yeast rice,
FIORICETTE,Red yeast rice,
FIRORICET,Red yeast rice,
FLORICEF,Red yeast rice,Hypopituitarism
FLORICET,Red yeast rice,Product used for unknown indication
FLORICET,Red yeast rice,Pain
FLORICET,Red yeast rice,Headache
FLORICET,Red yeast rice,Migraine
FLORICET,Red yeast rice,Drug use for unknown indication
FLORICET (AXOTAL (OLD FORM),Red yeast rice,
FLORICET (FLORICET),Red yeast rice,
FLORICET WITH CODIENE,Red yeast rice,
FORICET,Red yeast rice,
FOURICET,Red yeast rice,
FREEZE-DRIED LIVE ATTENUATED VARICELLA VACCINE,Red yeast rice,Prophylaxis
FRICEDONE,Red yeast rice,
FUORICET,Red yeast rice,Migraine
FURICET,Red yeast rice,Pain
"FURICET (CAFFEINE, BUTALBITAL, PARACETAMOL)",Red yeast rice,
"GLYCYRON #2 (CALICUM CARBONATE, GLYCINE, LICORICE, METHIONINE)",Red yeast rice,
"GLYCYRON #2 (LICORICE, GLYCINE, CALCIUM CARBONATE, METHIONINE)",Red yeast rice,
"GLYCYRON #2 (METHIONINE, LICORICE, GLYCINE, CALCIUM CARBONATE)",Red yeast rice,
HERBAL MEDICINE CONTAINING HONEY-BAKED LICORICE,Red yeast rice,Drug use for unknown indication
HERBAL MEDICINE CONTAINING LICORICE,Red yeast rice,Drug use for unknown indication
HICEE,Red yeast rice,Neuropathy peripheral
HICEE,Red yeast rice,Pigmentation disorder
HICEE,Red yeast rice,Hypovitaminosis
HICEE,Red yeast rice,Product used for unknown indication
HICEE,Red yeast rice,Prophylaxis
HICEE,Red yeast rice,Blood iron abnormal
HICEE,Red yeast rice,Immune thrombocytopenic purpura
HICEE,Red yeast rice,Immune thrombocytopenia
HICEE,Red yeast rice,Systemic lupus erythematosus
HICEE,Red yeast rice,Bladder cancer
HICEE,Red yeast rice,Porphyria non-acute
HICEE,Red yeast rice,Post inflammatory pigmentation change
HICEE,Red yeast rice,Thirst
HICEE,Red yeast rice,Gingival hypertrophy
HICEE,Red yeast rice,Idiopathic thrombocytopenic purpura
HICEE,Red yeast rice,Vitamin C deficiency
HICEE,Red yeast rice,Purpura
HICEE,Red yeast rice,Iron deficiency anaemia
HICEE,Red yeast rice,Eczema asteatotic
HICEE,Red yeast rice,Pulmonary hypertension
HICEE,Red yeast rice,Parkinson's disease
HICEE,Red yeast rice,Anaemia
HICEE,Red yeast rice,Vitamin supplementation
HICEE,Red yeast rice,Crohn's disease
HICEE,Red yeast rice,Dermatitis
HICEE,Red yeast rice,Iron metabolism disorder
HICEE,Red yeast rice,Hepatitis C
HICET,Red yeast rice,Headache
HICET,Red yeast rice,Pain
HICET,Red yeast rice,Product used for unknown indication
HISTAL (BIODIASTASE (+) CALCIUM CARBONATE (+) LICORICE (+) LIPASE (+),Red yeast rice,
ICD,Red yeast rice,
ICS,Red yeast rice,
ICY,Red yeast rice,
IGE,Red yeast rice,Diffuse large B-cell lymphoma refractory
IMMUNOGLOBULIN VARICELLA-ZOSTER,Red yeast rice,Varicella zoster pneumonia
IMMUNOGLOBULINES SP. ANTI-VARICELLE-ZONA,Red yeast rice,Drug use for unknown indication
"INSULIN, BABY ASPIRIN, FIORICET, INHALERS, INJECTION IN HER EYES",Red yeast rice,
IORICET,Red yeast rice,
IPAFRICEPT,Red yeast rice,
IVE,Red yeast rice,Neovascular age-related macular degeneration
JUICE,Red yeast rice,
KINE,Red yeast rice,Product used for unknown indication
LAGRICEL,Red yeast rice,Eye lubrication therapy
LAGRICEL,Red yeast rice,Product used for unknown indication
LAGRICEL,Red yeast rice,Dry eye
LAGRICEL OFTENO,Red yeast rice,
LAURICE ACID,Red yeast rice,
LEVETRICETA,Red yeast rice,
LEVETRICETAM,Red yeast rice,
LEVITERICETAM,Red yeast rice,
LICORICE (GLYCYRRHIZA GLABRA),Red yeast rice,
LICORICE /01125801/ (KANZOU (LICORICE)),Red yeast rice,Asthma
LICORICE ROOT/ELEUTHERO LIQUID,Red yeast rice,
LICORICE TEA,Red yeast rice,
LICORICE WITH ROOT,Red yeast rice,Nutritional supplementation
LICORICE [CINNAMOMUM CAMPHORA OIL;EUCALYPTUS GLOBULUS OIL;FERULA ASSA-,Red yeast rice,
LICORICE/PEONY (LIQUORICE),Red yeast rice,Ill-defined disorder
"LICORICE/PEONY (LIQUORICE, PEONY)",Red yeast rice,
LICT,Red yeast rice,
LIPE,Red yeast rice,Blood triglycerides
LIQUORICE                          /01125801/,Red yeast rice,Product used for unknown indication
LIQUORICE                          /01125801/,Red yeast rice,Addison's disease
LIQUORICE BASE,Red yeast rice,Product used for unknown indication
LIQUORICE [GLYCYRRHIZA GLABRA],Red yeast rice,Addison's disease
LIQUORICE [GLYCYRRHIZA GLABRA],Red yeast rice,Nicotine dependence
LIVE,Red yeast rice,
LIVE ATTENUATED VARICELLA VACCINE,Red yeast rice,Immunisation
LOMBRICES,Red yeast rice,Lung disorder
LORICEPT,Red yeast rice,
LORICET,Red yeast rice,Back pain
LYRICE,Red yeast rice,Drug use for unknown indication
MACA NUTRICEUTIC,Red yeast rice,Product used for unknown indication
MARICEPT,Red yeast rice,
MAXILIFE RICE TOCOTRIENOLS,Red yeast rice,
MEASLES VACCINE/MUMPS VACCINE/RUBELLA VACCINE/VARICELLA-ZOSTER VACCINE,Red yeast rice,
MEASLES VACCINE;MUMPS VACCINE;RUBELLA VACCINE;VARICELLA ZOSTER VACCINE,Red yeast rice,Immunisation
MIC,Red yeast rice,Product used for unknown indication
MITE,Red yeast rice,Prophylaxis
MMR (LIVE ATTENUATED) VARICELLA LIVE,Red yeast rice,
NICO,Red yeast rice,Pain
NICO,Red yeast rice,Peripheral vascular disorder
NICO,Red yeast rice,Product used for unknown indication
NICO,Red yeast rice,Arteriosclerosis
NICO,Red yeast rice,Hereditary neuropathic amyloidosis
NICOTINELL COATED GUM LIQUIRICE (NCH),Red yeast rice,Smoking cessation therapy
NIFE,Red yeast rice,Hypertension
NIPE,Red yeast rice,Tonsillitis
NIZE,Red yeast rice,Product used for unknown indication
NUTRICEE,Red yeast rice,Product used for unknown indication
NUTRICEUTICAL,Red yeast rice,
OTC RED RICEYEAST,Red yeast rice,
PAEONIAE RADIX / LICORICE EXTRACT,Red yeast rice,
PEA AND RICE PROTEIN (PROTEIN SUPPLEMENTS),Red yeast rice,
PEONY LICORICE WATER EXTRACT GRANULES,Red yeast rice,Product used for unknown indication
PERICET DARVICE,Red yeast rice,
PIC,Red yeast rice,
PINE,Red yeast rice,
PIORICET (FIORICET W/CODEINE),Red yeast rice,
PRICEFIL,Red yeast rice,
PURICENT,Red yeast rice,
PYGEUM RED YEAST RICE,Red yeast rice,
RABE,Red yeast rice,
RACEM,Red yeast rice,Sleep disorder
RBC,Red yeast rice,Product used for unknown indication
RBC,Red yeast rice,Transfusion
RBC,Red yeast rice,Blood disorder
RBC,Red yeast rice,Back pain
RBC,Red yeast rice,Pancytopenia
RBC,Red yeast rice,Anaemia
RBC,Red yeast rice,Haemoglobin decreased
RBC,Red yeast rice,General physical health deterioration
RBC,Red yeast rice,Thalassaemia beta
RBC,Red yeast rice,Bone marrow failure
RBC,Red yeast rice,Myelodysplastic syndrome
RBCS,Red yeast rice,Product used for unknown indication
RBCS,Red yeast rice,Anaemia
RCC,Red yeast rice,Product used for unknown indication
RCI,Red yeast rice,
RECOMBINANT VARICELLA ZOSTER VIRUS GLYCOPROTEIN E ANTIGEN.,Red yeast rice,Prophylaxis
RECOMBINANT VARICELLA ZOSTER VIRUS SURFACE GLYCOPROTEIN E,Red yeast rice,Prophylaxis
RED LEAF OR RICE SUPPLEMENT,Red yeast rice,
RED MARINE ALGAE PLUS CATS CLAW LICORICE D3 L-LYSINE,Red yeast rice,
RED RICE FOR 10 YEARS,Red yeast rice,
RED RICE SEED,Red yeast rice,
RED RICE SEED NATURAL SUPPLEMENT,Red yeast rice,Blood cholesterol increased
RESE,Red yeast rice,
RHZE,Red yeast rice,Tuberculosis
RI,Red yeast rice,Diabetes mellitus
